Easting Northing Q1 I1 Q05 I05 elevation
741336.905 3669707.04 53.26 1.32 33.29 0.35 69.211
741336.704 3669706.718 52.59 1.26 33.33 0.35 69.224
741336.476 3669705.908 52.16 1.14 32.55 0.34 69.217
741336.336 3669705.349 52.2 1.08 32.27 0.34 69.21
741336.368 3669704.671 50.91 1.02 31.92 0.34 69.197
741336.414 3669704.263 50.25 0.98 31.1 0.33 69.189
741336.464 3669703.817 49.86 0.97 31.02 0.33 69.18
741336.642 3669703.292 50.13 0.99 31.3 0.34 69.161
741336.991 3669702.475 50.99 1.05 31.57 0.34 69.126
741337.215 3669702.096 51.62 1.15 32.66 0.35 69.113
741337.357 3669701.907 52.75 1.19 33.72 0.35 69.109
741337.499 3669701.718 54.78 1.31 34.5 0.35 69.104
741337.668 3669701.493 56.66 1.38 35.05 0.37 69.099
741337.81 3669701.305 57.56 1.44 36.8 0.35 69.094
741337.953 3669701.115 57.87 1.52 37.98 0.35 69.089
741339.607 3669700.051 59.2 1.58 38.64 0.33 69.035
741340.032 3669699.9 61.23 1.63 38.41 0.33 69.005
741340.454 3669699.749 62.56 1.6 38.91 0.32 68.976
741341.056 3669699.664 62.83 1.62 38.8 0.32 68.968
741341.756 3669699.601 62.98 1.59 39.15 0.32 68.967
741342.362 3669699.631 62.48 1.6 39.93 0.32 68.955
741342.839 3669699.692 63.14 1.54 39.73 0.3 68.94
741343.447 3669699.769 63.14 1.5 39.73 0.29 68.921
741344.024 3669699.889 63.38 1.5 39.5 0.29 68.908
741344.82 3669700.066 63.53 1.51 38.76 0.29 68.893
741345.394 3669700.196 62.83 1.47 38.21 0.3 68.877
741345.882 3669700.308 63.1 1.5 37.78 0.3 68.861
741346.413 3669700.431 63.38 1.52 37 0.31 68.844
741347.087 3669700.571 63.77 1.54 36.8 0.32 68.831
741347.703 3669700.692 63.3 1.59 36.26 0.33 68.823
741348.47 3669700.83 62.52 1.58 37 0.3 68.805
741348.745 3669700.869 62.59 1.53 37.31 0.3 68.791
741349.3 3669700.947 63.45 1.58 38.02 0.32 68.762
741350.933 3669701.085 63.92 1.58 38.13 0.31 68.711
741351.034 3669701.09 64.63 1.57 38.48 0.32 68.709
741351.141 3669701.096 64.2 1.54 38.64 0.32 68.706
741351.848 3669701.113 64.12 1.51 38.8 0.31 68.696
741352.386 3669701.104 64.47 1.5 38.99 0.31 68.692
741352.883 3669701.096 64.74 1.49 38.84 0.32 68.689
741355.017 3669701.026 63.73 1.49 38.29 0.33 68.658
741355.102 3669701.023 63.61 1.51 37.78 0.32 68.657
741355.516 3669701.006 63.34 1.47 37.7 0.32 68.649
741355.974 3669700.988 63.88 1.5 37.78 0.31 68.64
741356.678 3669700.96 64.39 1.5 37.82 0.31 68.626
741357.202 3669700.934 64.9 1.43 38.13 0.28 68.615
741357.84 3669700.903 64.51 1.39 38.09 0.28 68.601
741358.572 3669700.869 65.33 1.4 39.03 0.27 68.586
741359.232 3669700.849 65.21 1.37 39.15 0.28 68.576
741359.893 3669700.829 64.82 1.44 38.56 0.3 68.566
741360.599 3669700.815 64.94 1.46 38.72 0.3 68.558
741362.181 3669700.795 65.6 1.48 38.29 0.31 68.542
741362.275 3669700.792 65.17 1.51 38.37 0.31 68.543
741362.876 3669700.767 64.7 1.46 37.98 0.32 68.544
741363.753 3669700.73 64.94 1.42 38.13 0.31 68.546
741364.189 3669700.706 65.09 1.42 38.37 0.31 68.547
741364.749 3669700.669 65.56 1.42 37.82 0.3 68.55
741365.689 3669700.607 65.45 1.48 38.17 0.32 68.555
741366.259 3669700.583 66.62 1.54 38.29 0.31 68.555
741366.791 3669700.567 65.95 1.51 38.21 0.31 68.554
741367.418 3669700.549 65.84 1.45 38.48 0.31 68.553
741368.231 3669700.541 66.5 1.41 38.56 0.3 68.554
741369.845 3669700.555 66.31 1.41 38.88 0.32 68.558
741370.469 3669700.542 66.93 1.43 39.77 0.32 68.545
741370.998 3669700.531 67.4 1.47 40.48 0.33 68.535
741371.671 3669700.517 68.81 1.47 41.22 0.33 68.521
741372.484 3669700.487 68.38 1.46 41.57 0.32 68.523
741373.226 3669700.456 69.86 1.44 41.49 0.32 68.528
741374.082 3669700.424 70.09 1.43 41.41 0.31 68.525
741374.604 3669700.411 69.9 1.44 41.26 0.31 68.51
741375.123 3669700.398 70.45 1.37 41.49 0.3 68.495
741375.73 3669700.382 70.64 1.4 41.49 0.31 68.478
741376.816 3669700.353 70.06 1.45 40.98 0.3 68.464
741378.211 3669700.311 70.45 1.46 40.83 0.31 68.448
741378.874 3669700.285 70.41 1.48 39.81 0.33 68.435
741379.228 3669700.272 70.17 1.5 40.05 0.32 68.428
741379.848 3669700.247 70.37 1.56 40.24 0.33 68.416
741381.004 3669700.21 70.8 1.65 40.48 0.34 68.395
741382.156 3669700.176 71.5 1.67 40.75 0.34 68.375
741382.589 3669700.167 72.05 1.76 41.02 0.36 68.37
741383.152 3669700.156 73.65 1.91 41.96 0.38 68.364
741383.63 3669700.147 77.09 2.18 44.19 0.43 68.359
741384.159 3669700.136 81.46 2.58 46.73 0.51 68.352
741385.39 3669700.108 86.42 3.46 48.09 0.68 68.333
741386.514 3669700.081 85.88 5.25 48.02 1.1 68.311
741387.139 3669700.065 79.55 7.82 46.22 1.68 68.296
741387.767 3669700.049 75.72 9.35 46.18 1.85 68.281
741388.76 3669700.016 79.2 8.62 47.31 1.53 68.252
741389.914 3669699.975 83.69 6.84 48.25 1.13 68.217
741390.55 3669699.958 85.95 5.2 48.09 0.85 68.204
741391.01 3669699.947 84.7 3.99 47.08 0.67 68.195
741392.158 3669699.922 81.15 3.16 44.89 0.56 68.175
741394.326 3669699.907 77.59 2.63 43.56 0.5 68.141
741394.574 3669699.903 74.27 2.32 42.47 0.44 68.133
741394.622 3669699.902 72.67 2.08 41.38 0.42 68.131
741394.87 3669699.899 70.41 1.88 41.22 0.39 68.123
741395.519 3669699.889 70.41 1.71 41.06 0.36 68.102
741396.144 3669699.878 68.65 1.61 40.28 0.35 68.083
741397.022 3669699.845 67.48 1.57 39.58 0.36 68.071
741398.109 3669699.804 66.46 1.47 39.58 0.32 68.056
741398.811 3669699.771 65.56 1.45 38.68 0.34 68.035
741399.317 3669699.748 65.45 1.49 38.29 0.34 68.021
741399.872 3669699.722 65.13 1.48 38.45 0.35 68.005
741400.81 3669699.689 65.09 1.44 38.02 0.34 67.994
741401.921 3669699.652 65.09 1.39 37.43 0.32 67.987
741402.536 3669699.635 64.43 1.35 37.23 0.33 67.983
741403.097 3669699.621 64.2 1.38 36.65 0.33 67.98
741403.659 3669699.607 64.2 1.4 36.49 0.34 67.977
741404.135 3669699.595 64.66 1.4 36.77 0.34 67.974
741405.482 3669699.571 64.98 1.44 37.7 0.34 67.941
741407.238 3669699.526 65.41 1.44 38.29 0.34 67.905
741407.336 3669699.523 66.07 1.43 38.88 0.34 67.903
741407.582 3669699.515 66.97 1.41 40.09 0.34 67.899
741408.491 3669699.489 68.18 1.38 40.87 0.32 67.887
741409.43 3669699.464 69.74 1.32 41.3 0.3 67.884
741410.393 3669699.44 69.98 1.31 40.95 0.33 67.882
741411.341 3669699.414 70.6 1.36 41.22 0.34 67.888
741411.748 3669699.404 70.72 1.36 41.18 0.33 67.891
741412.513 3669699.381 70.88 1.35 41.26 0.33 67.885
741413.312 3669699.354 70.91 1.35 41.22 0.33 67.868
741414.267 3669699.324 71.15 1.34 41.45 0.34 67.85
741414.762 3669699.314 71.58 1.31 41.06 0.33 67.848
741415.358 3669699.302 71.03 1.27 40.75 0.33 67.845
741417.084 3669699.291 70.68 1.28 40.83 0.32 67.822
741417.172 3669699.292 71.34 1.27 41.06 0.31 67.82
741417.859 3669699.294 71.19 1.28 40.63 0.33 67.808
741418.371 3669699.289 71.7 1.3 40.67 0.33 67.792
741419.464 3669699.274 71.62 1.3 41.18 0.35 67.757
741419.502 3669699.274 71.15 1.3 40.75 0.37 67.756
741419.776 3669699.27 71.97 1.34 40.67 0.37 67.747
741421.975 3669699.193 71.66 1.29 41.57 0.35 67.674
741422.136 3669699.186 72.75 1.26 42.98 0.35 67.67
741422.335 3669699.177 74.51 1.23 43.33 0.34 67.664
741422.974 3669699.147 75.02 1.26 43.56 0.35 67.647
741423.372 3669699.129 75.13 1.27 43.95 0.34 67.636
741424.657 3669699.082 76.38 1.27 44.19 0.33 67.613
741425.318 3669699.061 76.31 1.3 44.23 0.34 67.6
741426.333 3669699.045 76.58 1.33 44.54 0.34 67.576
741426.596 3669699.04 78.06 1.31 45.2 0.34 67.57
741426.906 3669699.035 78.3 1.33 45.05 0.33 67.563
741427.683 3669699.027 77.36 1.34 44.85 0.33 67.549
741428.959 3669699.013 77.4 1.35 45.01 0.34 67.525
741429.355 3669699.004 77.79 1.38 44.5 0.35 67.512
741429.834 3669698.992 78.14 1.39 44.7 0.34 67.495
741430.274 3669698.982 79.08 1.38 45.01 0.33 67.48
741433.293 3669698.89 77.83 1.33 44.23 0.31 67.441
741433.604 3669698.879 77.71 1.38 43.64 0.33 67.434
741433.738 3669698.874 78.45 1.43 43.91 0.33 67.43
741433.783 3669698.872 77.28 1.43 44.27 0.33 67.429
741434.182 3669698.858 77.95 1.43 45.32 0.33 67.419
741434.978 3669698.831 77.71 1.36 44.85 0.34 67.405
741437.241 3669698.76 76.93 1.36 44.89 0.33 67.374
741437.311 3669698.758 77.59 1.32 44.62 0.31 67.373
741437.381 3669698.756 76.93 1.3 43.99 0.31 67.373
741437.417 3669698.755 77.2 1.34 43.95 0.32 67.372
741437.807 3669698.745 76.81 1.34 44.23 0.32 67.369
741438.713 3669698.73 76.7 1.35 43.99 0.33 67.357
741440.216 3669698.716 76.54 1.31 44.73 0.34 67.332
741440.751 3669698.697 76.73 1.3 43.88 0.34 67.324
741441.721 3669698.663 76.15 1.35 43.91 0.34 67.309
741442.187 3669698.644 76.38 1.3 44.42 0.34 67.303
741442.927 3669698.606 76.93 1.31 44.81 0.33 67.297
741443.544 3669698.575 77.56 1.32 44.85 0.32 67.292
741444.266 3669698.544 77.91 1.28 44.66 0.31 67.299
741444.953 3669698.521 77.59 1.25 44.42 0.3 67.322
741445.53 3669698.502 78.26 1.25 44.3 0.3 67.342
741446.273 3669698.481 77.95 1.23 44.54 0.31 67.334
741448.055 3669698.433 77.67 1.26 45.32 0.32 67.252
741448.57 3669698.414 78.65 1.28 45.44 0.32 67.24
741448.622 3669698.412 79 1.22 45.24 0.32 67.239
741449.137 3669698.394 78.81 1.22 46.38 0.32 67.227
741450.161 3669698.355 79.47 1.15 46.02 0.29 67.223
741450.877 3669698.328 79 1.19 44.89 0.31 67.23
741451.658 3669698.299 78.65 1.19 45.24 0.3 67.228
741452.273 3669698.279 78.96 1.17 46.02 0.31 67.208
741453.676 3669698.234 79.31 1.19 46.8 0.33 67.17
741454.311 3669698.214 80.21 1.24 47.35 0.33 67.16
741454.392 3669698.212 81.85 1.24 47.7 0.33 67.159
741455.195 3669698.188 81.23 1.18 47.78 0.33 67.145
741455.867 3669698.171 81.62 1.17 48.33 0.33 67.123
741456.315 3669698.159 83.02 1.19 48.72 0.33 67.109
741456.81 3669698.147 83.77 1.22 49.34 0.34 67.092
741458.036 3669698.127 85.48 1.17 50.55 0.32 67.093
741458.853 3669698.114 84.7 1.14 50.32 0.33 67.095
741459.27 3669698.105 84.78 1.2 50.16 0.33 67.08
741459.837 3669698.092 85.48 1.25 50.13 0.32 67.061
741460.065 3669698.087 85.25 1.23 49.42 0.32 67.053
741460.557 3669698.076 84.63 1.23 49.46 0.33 67.036
741461.984 3669698.037 85.33 1.29 49.34 0.32 66.982
741462.916 3669698.016 86.03 1.31 48.72 0.34 66.95
741463.497 3669698.01 85.17 1.3 48.29 0.32 66.933
741463.952 3669698.005 84.59 1.28 47.94 0.33 66.92
741464.49 3669697.999 84.23 1.31 48.21 0.32 66.904
741465.616 3669697.986 83.26 1.25 47.27 0.33 66.881
741466.726 3669697.969 82.24 1.22 45.98 0.35 66.859
741467.329 3669697.949 82.13 1.24 45.13 0.35 66.845
741467.887 3669697.931 80.76 1.29 44.77 0.34 66.832
741469.813 3669697.892 80.8 1.31 44.93 0.33 66.757
741471.379 3669697.881 81.66 1.31 45.16 0.33 66.713
741471.471 3669697.881 81.38 1.32 44.62 0.34 66.712
741471.518 3669697.881 80.76 1.34 45.01 0.33 66.711
741472.024 3669697.88 80.84 1.36 44.85 0.34 66.706
741472.302 3669697.879 79.82 1.39 45.01 0.36 66.703
741473.029 3669697.87 79.7 1.4 45.48 0.35 66.69
741474.295 3669697.846 79.59 1.43 45.52 0.36 66.663
741474.707 3669697.837 80.41 1.39 46.1 0.35 66.655
741475.496 3669697.814 80.06 1.36 46.38 0.35 66.647
741478.134 3669697.71 80.52 1.41 46.8 0.34 66.607
741478.684 3669697.684 81.54 1.35 47.31 0.33 66.598
741479.178 3669697.66 82.36 1.35 47.08 0.33 66.596
741479.423 3669697.649 82.48 1.36 46.65 0.33 66.594
741479.571 3669697.642 82.44 1.42 46.45 0.35 66.594
741480.159 3669697.614 82.05 1.43 47.08 0.36 66.591
741480.885 3669697.587 82.98 1.4 48.09 0.35 66.58
741481.747 3669697.573 83.73 1.35 48.41 0.34 66.548
741483.343 3669697.568 84.35 1.3 48.21 0.31 66.498
741483.954 3669697.576 83.69 1.28 48.21 0.32 66.485
741484.515 3669697.584 84.47 1.33 48.13 0.34 66.473
741485.311 3669697.584 84.47 1.38 47.63 0.35 66.454
741486.667 3669697.579 84.63 1.4 48.09 0.35 66.42
741487.271 3669697.562 84.31 1.34 48.02 0.35 66.414
741487.912 3669697.539 84.2 1.36 48.56 0.35 66.41
741488.502 3669697.519 86.5 1.41 48.68 0.35 66.407
741489.274 3669697.485 85.95 1.35 49.66 0.34 66.396
741490.615 3669697.419 86.42 1.35 49.58 0.35 66.369
741491.395 3669697.393 87.83 1.4 49.89 0.34 66.349
741491.905 3669697.377 88.22 1.43 50.13 0.36 66.334
741492.635 3669697.355 89.47 1.4 51.18 0.35 66.314
741493.135 3669697.343 89.74 1.39 50.4 0.37 66.312
741495.114 3669697.3 89.7 1.37 50.55 0.35 66.304
741495.274 3669697.297 89.39 1.34 50.87 0.33 66.3
741495.842 3669697.286 90.37 1.33 50.98 0.34 66.284
741497.88 3669697.271 89.78 1.33 51.02 0.34 66.249
741498.328 3669697.27 88.53 1.36 51.38 0.35 66.247
741498.364 3669697.27 88.65 1.38 52.31 0.34 66.247
741498.553 3669697.268 89.78 1.33 53.41 0.33 66.247
741499.152 3669697.264 90.72 1.33 52.63 0.35 66.249
741499.599 3669697.261 89.59 1.36 52.12 0.35 66.251
741500.335 3669697.252 89 1.38 51.84 0.36 66.225
741501.143 3669697.242 88.45 1.34 51.57 0.36 66.194
741501.565 3669697.228 88.84 1.32 51.45 0.36 66.183
741501.989 3669697.215 90.09 1.43 51.92 0.35 66.171
741502.447 3669697.2 90.72 1.39 50.95 0.34 66.159
741503.03 3669697.181 89.59 1.37 49.58 0.36 66.154
741503.639 3669697.16 88.1 1.37 49.19 0.32 66.153
741504.23 3669697.146 89 1.31 50.2 0.31 66.148
741504.806 3669697.143 89.35 1.32 50.55 0.35 66.137
741505.042 3669697.142 89.2 1.37 50.63 0.36 66.133
741505.449 3669697.14 89.66 1.42 50.83 0.38 66.125
741506.16 3669697.136 89.63 1.41 50.79 0.37 66.111
741506.936 3669697.133 89 1.38 50.95 0.37 66.096
741507.477 3669697.124 89.78 1.43 52 0.37 66.08
741507.999 3669697.115 91.73 1.41 53.09 0.39 66.064
741508.581 3669697.104 91.54 1.38 53.21 0.39 66.047
741509.261 3669697.084 91.93 1.47 53.6 0.39 66.034
741510.488 3669697.048 92.95 1.32 54.11 0.37 66.012
741511.03 3669697.031 91.81 1.33 54.07 0.36 66.003
741511.415 3669697.019 93.57 1.4 54.97 0.36 65.997
741512.023 3669697.003 94.78 1.39 55.2 0.36 65.996
741512.751 3669696.986 94.35 1.33 54.03 0.39 66.001
741513.309 3669696.971 93.81 1.41 54.81 0.37 66.003
741513.926 3669696.948 95.68 1.38 55.87 0.37 66.002
741514.4 3669696.931 96.5 1.37 55.52 0.37 66.001
741515.8 3669696.889 94.66 1.38 55.13 0.37 65.965
741516.631 3669696.872 94.47 1.37 55.28 0.37 65.942
741517.132 3669696.87 94.63 1.36 55.4 0.38 65.94
741517.382 3669696.869 94.98 1.4 55.44 0.37 65.939
741517.49 3669696.869 95.48 1.45 53.99 0.38 65.939
741517.955 3669696.868 95.02 1.43 54.11 0.37 65.937
741518.614 3669696.861 95.45 1.49 54.38 0.39 65.914
741520.402 3669696.83 96.15 1.42 54.77 0.4 65.867
741520.939 3669696.813 95.64 1.42 55.48 0.39 65.873
741521.708 3669696.788 96.93 1.45 55.87 0.39 65.876
741522.375 3669696.763 96.31 1.46 55.87 0.4 65.867
741523.038 3669696.738 95.84 1.46 56.38 0.4 65.859
741523.636 3669696.716 96.89 1.44 57.16 0.39 65.847
741524.089 3669696.699 96.77 1.4 57.27 0.38 65.837
741524.711 3669696.675 97.13 1.45 57.27 0.4 65.822
741525.25 3669696.658 98.45 1.46 57.31 0.39 65.82
741526.425 3669696.623 98.92 1.43 57.12 0.37 65.831
741526.922 3669696.614 98.02 1.4 56.61 0.37 65.841
741527.51 3669696.606 97.83 1.43 56.69 0.38 65.856
741527.914 3669696.602 97.59 1.38 55.91 0.36 65.866
741528.638 3669696.603 95.88 1.43 55.4 0.36 65.864
741529.343 3669696.614 95.76 1.44 54.93 0.36 65.843
741530.018 3669696.623 95.33 1.42 54.27 0.37 65.827
741530.662 3669696.628 94.27 1.39 53.41 0.37 65.828
741530.984 3669696.63 94.74 1.38 54.15 0.36 65.828
741531.631 3669696.632 95.76 1.41 55.48 0.38 65.828
741532.551 3669696.602 96.03 1.41 56.45 0.38 65.823
741533.436 3669696.571 97.56 1.37 57 0.38 65.815
741533.829 3669696.554 99.51 1.34 58.48 0.37 65.808
741534.225 3669696.537 100.68 1.39 60.16 0.38 65.801
741534.801 3669696.512 102.52 1.43 61.77 0.38 65.79
741535.486 3669696.491 105.25 1.51 63.68 0.38 65.767
741536.382 3669696.465 106.89 1.5 65.44 0.38 65.733
741536.956 3669696.456 108.65 1.53 66.65 0.38 65.725
741537.571 3669696.453 110.68 1.46 67.12 0.39 65.727
741537.98 3669696.451 109.43 1.47 65.83 0.4 65.728
741540.704 3669696.444 108.77 1.43 65.32 0.38 65.709
741540.932 3669696.444 109.7 1.43 65.91 0.38 65.711
741541.008 3669696.443 108.77 1.41 65.59 0.38 65.711
741541.008 3669696.443 108.77 1.43 65.28 0.39 65.711
741541.387 3669696.442 108.53 1.43 65.28 0.38 65.713
741542.017 3669696.439 107.01 1.44 64.34 0.39 65.712
741542.888 3669696.433 105.29 1.46 63.99 0.4 65.693
741544.041 3669696.426 105.29 1.44 64.23 0.4 65.667
741544.33 3669696.425 103.57 1.44 63.45 0.42 65.66
741544.828 3669696.424 101.03 1.48 63.91 0.4 65.648
741545.241 3669696.423 101.31 1.36 62.7 0.39 65.639
741546.144 3669696.418 100.72 1.43 61.77 0.41 65.626
741546.825 3669696.414 100.13 1.43 60.63 0.4 65.618
741547.481 3669696.398 98.96 1.35 59.38 0.41 65.61
741547.891 3669696.385 95.64 1.34 57.66 0.42 65.605
741548.466 3669696.366 93.81 1.36 56.61 0.4 65.598
741549.311 3669696.336 93.49 1.37 56.02 0.4 65.572
741550.941 3669696.285 91.77 1.38 55.01 0.4 65.529
741551.238 3669696.279 90.64 1.4 55.2 0.39 65.529
741551.312 3669696.277 90.95 1.32 55.52 0.39 65.529
741551.872 3669696.264 90.99 1.34 54.5 0.4 65.529
741552.838 3669696.237 89.9 1.35 54.58 0.39 65.517
741553.545 3669696.215 90.95 1.36 54.19 0.38 65.506
741554.521 3669696.181 90.88 1.34 53.8 0.37 65.519
741554.744 3669696.172 91.07 1.37 53.37 0.39 65.526
741555.369 3669696.148 90.33 1.39 52.7 0.41 65.545
741556.53 3669696.106 89.27 1.4 53.05 0.42 65.551
741556.742 3669696.098 89.7 1.38 53.64 0.43 65.55
741557.564 3669696.068 90.72 1.34 53.88 0.42 65.547
741558.171 3669696.044 90.95 1.39 54.46 0.4 65.542
741558.874 3669696.016 92.67 1.39 55.55 0.41 65.536
741559.34 3669695.997 93.45 1.45 54.11 0.4 65.532
741560.716 3669695.95 93.96 1.41 54.93 0.39 65.523
741561.489 3669695.924 96.15 1.44 56.06 0.41 65.517
741562.235 3669695.907 95.6 1.45 56.84 0.4 65.51
741562.471 3669695.901 97.2 1.47 58.17 0.39 65.507
741562.94 3669695.89 97.67 1.44 58.21 0.41 65.502
741563.372 3669695.88 98.34 1.49 58.68 0.4 65.498
741564.827 3669695.842 99.51 1.53 59.3 0.39 65.484
741565.901 3669695.814 99.74 1.48 60.59 0.38 65.478
741566.581 3669695.797 102.98 1.49 62.2 0.38 65.479
741567.167 3669695.783 103.41 1.54 61.88 0.39 65.479
741567.774 3669695.769 102.59 1.55 61.53 0.4 65.478
741569.306 3669695.735 104.08 1.55 62.23 0.4 65.466
741569.976 3669695.72 105.99 1.59 63.09 0.42 65.455
741570.856 3669695.7 106.97 1.6 64.27 0.42 65.434
741571.151 3669695.694 106.97 1.55 64.58 0.41 65.427
741571.863 3669695.68 109.51 1.57 66.26 0.41 65.413
741572.917 3669695.667 112.71 1.61 67.12 0.41 65.409
741574.302 3669695.654 111.03 1.6 67.08 0.42 65.397
741574.61 3669695.653 112.09 1.61 68.68 0.4 65.392
741575.12 3669695.651 113.45 1.56 69.34 0.41 65.383
741575.785 3669695.649 113.34 1.59 70.32 0.43 65.371
741577.099 3669695.671 113.84 1.59 70.67 0.44 65.357
741578.055 3669695.689 114.78 1.6 71.96 0.45 65.347
741578.607 3669695.697 118.02 1.63 72.74 0.46 65.341
741579.341 3669695.708 118.34 1.57 74.38 0.43 65.332
741579.755 3669695.714 120.06 1.55 77.23 0.45 65.327
741580.609 3669695.711 122.32 1.5 77.66 0.44 65.327
741582.086 3669695.686 121.46 1.53 78.84 0.44 65.34
741582.736 3669695.665 124.08 1.61 80.55 0.46 65.332
741583.317 3669695.644 125.29 1.58 82.47 0.46 65.322
741583.846 3669695.624 129.7 1.64 83.99 0.47 65.313
741584.821 3669695.61 130.17 1.64 82.94 0.47 65.309
741585.894 3669695.615 129.39 1.58 84.03 0.47 65.315
741586.648 3669695.617 131.7 1.6 84.34 0.47 65.318
741587.415 3669695.618 129.35 1.59 83.17 0.48 65.319
741587.923 3669695.618 130.06 1.61 82.47 0.48 65.32
741588.602 3669695.614 129.04 1.59 82.04 0.46 65.319
741589.543 3669695.585 129.12 1.66 82.66 0.47 65.308
741590.586 3669695.554 129.55 1.65 81.73 0.46 65.296
741591.244 3669695.538 126.66 1.61 80.48 0.46 65.293
741591.803 3669695.525 126.7 1.57 80.2 0.45 65.29
741592.413 3669695.51 125.25 1.51 78.84 0.45 65.287
741593.456 3669695.487 123.57 1.56 77.74 0.44 65.287
741594.742 3669695.459 124.43 1.56 77.51 0.44 65.289
741595.287 3669695.445 122.24 1.62 77.27 0.47 65.292
741595.74 3669695.434 124.39 1.64 77.63 0.49 65.294
741596.329 3669695.419 123.57 1.65 77.27 0.49 65.298
741597.221 3669695.401 123.49 1.65 78.56 0.48 65.303
741598.563 3669695.38 123.26 1.64 77.94 0.48 65.31
741599.297 3669695.377 120.88 1.66 77.43 0.48 65.31
741599.789 3669695.378 120.84 1.62 77.9 0.47 65.308
741600.505 3669695.379 120.68 1.6 76.92 0.48 65.306
741601.068 3669695.38 120.25 1.6 76.84 0.46 65.301
741602.316 3669695.384 119.12 1.54 76.65 0.44 65.278
741603.383 3669695.387 116.66 1.46 76.3 0.42 65.258
741603.879 3669695.389 117.79 1.45 77.2 0.43 65.248
741606.093 3669695.375 115.45 1.4 76.49 0.43 65.224
741606.352 3669695.371 113.96 1.33 75.24 0.41 65.224
741606.611 3669695.367 113.41 1.34 73.76 0.44 65.223
741607.642 3669695.341 111.66 1.39 72.43 0.45 65.218
741608.338 3669695.319 109.7 1.33 71.84 0.46 65.212
741608.939 3669695.299 110.41 1.32 72.23 0.47 65.206
741610.152 3669695.278 110.45 1.38 72.59 0.46 65.202
741611.159 3669695.262 109.23 1.38 72.94 0.45 65.2
741611.868 3669695.257 111.31 1.31 73.88 0.44 65.199
741612.576 3669695.251 112.48 1.37 74.03 0.45 65.198
741612.8 3669695.249 114.43 1.4 74.66 0.44 65.198
741613.709 3669695.233 115.02 1.39 76.69 0.44 65.188
741614.84 3669695.204 117.13 1.47 78.37 0.46 65.169
741615.57 3669695.184 120.37 1.43 79.7 0.47 65.159
741616.023 3669695.171 120.76 1.45 81.26 0.46 65.154
741616.612 3669695.153 122.95 1.49 82.59 0.47 65.148
741617.111 3669695.138 123.61 1.47 82.74 0.47 65.142
741618.233 3669695.129 124.2 1.43 83.48 0.45 65.101
741619.572 3669695.122 127.2 1.49 84.46 0.44 65.058
741619.919 3669695.119 125.91 1.35 82.66 0.44 65.055
741620.517 3669695.115 124.74 1.37 81.96 0.44 65.05
741621.112 3669695.11 125.48 1.36 82.16 0.45 65.044
741622.842 3669695.028 123.84 1.4 81.92 0.45 65.036
741623.722 3669694.99 126.42 1.39 80.95 0.47 65.029
741624.269 3669694.968 123.92 1.46 78.64 0.48 65.024
741624.727 3669694.949 125.06 1.45 79.66 0.48 65.02
741625.844 3669694.92 124.63 1.5 79.03 0.48 64.995
741626.779 3669694.9 124.39 1.47 80.32 0.48 64.971
741627.264 3669694.889 125.06 1.44 80.28 0.47 64.977
741627.928 3669694.873 123.14 1.49 79.34 0.48 64.991
741628.317 3669694.864 122.28 1.48 78.56 0.47 65
741629.044 3669694.856 122.36 1.47 79.5 0.47 64.999
741630.398 3669694.865 122.91 1.47 80.01 0.47 64.963
741630.86 3669694.866 124.39 1.49 79.58 0.47 64.955
741631.291 3669694.867 122.71 1.44 78.64 0.46 64.949
741631.918 3669694.868 121.5 1.45 79.62 0.46 64.94
741632.269 3669694.868 124 1.49 80.05 0.46 64.935
741633.453 3669694.825 123.45 1.49 79.5 0.47 64.933
741634.285 3669694.794 122.4 1.52 79.54 0.47 64.935
741634.755 3669694.779 124.94 1.57 80.4 0.48 64.938
741635.273 3669694.762 124.39 1.48 78.84 0.46 64.942
741635.746 3669694.747 122.52 1.5 78.52 0.45 64.945
741636.792 3669694.737 122.67 1.5 77.94 0.46 64.981
741637.953 3669694.727 119.94 1.51 76.45 0.46 64.999
741638.561 3669694.72 119.04 1.57 77.55 0.45 64.981
741638.777 3669694.717 120.99 1.53 78.17 0.46 64.974
741639.124 3669694.713 120.33 1.51 78.17 0.46 64.964
741639.986 3669694.695 120.56 1.53 77.74 0.45 64.956
741641.105 3669694.667 120.99 1.53 77.66 0.46 64.957
741641.65 3669694.659 121.27 1.53 77.82 0.44 64.957
741642.034 3669694.653 121.7 1.55 77.23 0.42 64.957
741642.53 3669694.647 119.94 1.49 75.79 0.44 64.957
741643.329 3669694.633 117.48 1.47 76.88 0.44 64.956
741644.58 3669694.608 119.98 1.5 77.59 0.45 64.951
741645.122 3669694.596 118.84 1.44 76.22 0.44 64.939
741645.678 3669694.584 116.62 1.44 76.18 0.43 64.919
741646.114 3669694.574 118.65 1.42 77.08 0.43 64.903
741646.55 3669694.565 117.98 1.4 76.22 0.43 64.888
741647.605 3669694.542 117.24 1.46 75.59 0.44 64.862
741648.484 3669694.525 117.63 1.48 75.24 0.44 64.843
741649.389 3669694.512 115.64 1.45 75.01 0.43 64.839
741649.597 3669694.509 116.46 1.46 76.3 0.43 64.838
741650.048 3669694.503 117.87 1.45 75.87 0.42 64.836
741650.808 3669694.495 115.68 1.42 74.89 0.42 64.849
741652.084 3669694.484 115.25 1.51 74.62 0.43 64.872
