Easting Northing Q1 I1 Q05 I05 elevation
741696.308 3669742.842 104.2 1.76 64.5 0.45 65.923
741697.028 3669742.848 105.33 1.71 65.63 0.43 65.935
741697.49 3669742.852 103.92 1.73 64.19 0.47 65.943
741698.035 3669742.857 104.74 1.73 63.91 0.46 65.953
741698.801 3669742.86 104.16 1.68 63.25 0.48 65.965
741699.822 3669742.861 102.95 1.73 63.13 0.49 65.98
741700.363 3669742.849 104.39 1.74 63.02 0.49 65.981
741700.845 3669742.833 104.39 1.67 63.95 0.49 65.98
741701.253 3669742.82 104.43 1.67 64.7 0.48 65.979
741701.74 3669742.804 104.86 1.68 64.77 0.47 65.98
741702.683 3669742.765 103.96 1.66 64.81 0.48 66.006
741703.55 3669742.728 102.52 1.67 64.03 0.48 66.018
741704.114 3669742.703 103.41 1.68 66.34 0.48 66.007
741704.436 3669742.688 104.59 1.63 66.1 0.46 66.001
741704.921 3669742.666 104.66 1.66 64.42 0.5 65.992
741705.952 3669742.595 104.51 1.67 64.03 0.49 65.986
741706.787 3669742.541 105.29 1.67 63.84 0.5 65.981
741707.206 3669742.523 105.06 1.65 63.05 0.49 65.977
741707.591 3669742.506 105.29 1.69 64.15 0.48 65.973
741708.012 3669742.488 106.89 1.68 64.81 0.5 65.969
741708.854 3669742.462 106.54 1.72 65.75 0.5 65.972
741710.021 3669742.433 107.52 1.78 67.08 0.48 65.982
741710.465 3669742.424 107.24 1.75 67.16 0.48 65.981
741710.874 3669742.416 106.27 1.74 66.65 0.48 65.98
741711.356 3669742.406 105.95 1.75 66.53 0.49 65.979
741711.858 3669742.399 107.67 1.77 67.66 0.48 65.98
741713.056 3669742.387 107.91 1.79 67.35 0.48 65.99
741713.584 3669742.391 106.11 1.82 67.35 0.5 65.998
741713.986 3669742.396 106.85 1.83 67.51 0.49 66.005
741714.427 3669742.402 106.89 1.79 66.77 0.48 66.014
741715.001 3669742.42 105.95 1.79 66.34 0.48 66.014
741715.796 3669742.461 106.5 1.8 67.55 0.48 65.995
741716.396 3669742.497 106.46 1.76 66.96 0.47 65.982
741716.803 3669742.535 104.94 1.77 66.49 0.47 65.979
741717.244 3669742.576 105.45 1.79 67.7 0.47 65.975
741717.688 3669742.618 106.03 1.73 68.45 0.44 65.972
741718.285 3669742.69 106.27 1.69 68.48 0.44 65.987
741719.075 3669742.789 106.81 1.68 69.5 0.44 66.011
741719.504 3669742.847 106.81 1.48 70.48 0.44 66.017
741719.881 3669742.899 105.64 1.32 70.36 0.45 66.022
741720.41 3669742.972 103.57 1.19 69.3 0.47 66.028
741720.983 3669743.019 102.09 0.97 69.54 0.48 66.023
741721.571 3669743.065 101.19 0.64 69.54 0.47 66.017
741722.024 3669743.065 100.72 0.32 69.58 0.47 66.018
741722.398 3669743.044 99.63 0.29 69.77 0.46 66.023
741722.714 3669743.026 98.38 0 69.34 0.45 66.027
741723.074 3669742.983 98.14 -0.02 69.34 0.45 66.032
741723.671 3669742.82 99.35 -0.01 68.72 0.44 66.045
741724.262 3669742.623 98.26 0.01 68.29 0.42 66.051
741724.6 3669742.442 97.4 0.01 67.74 0.42 66.04
741724.883 3669742.291 96.31 0.03 67.66 0.44 66.031
741725.275 3669742.049 96.62 -0.06 67.82 0.42 66.029
741725.826 3669741.596 97.95 0.1 68.02 0.43 66.064
741726.163 3669741.275 99.82 0.4 67.78 0.47 66.081
741726.349 3669741.018 99.08 0.45 67.31 0.47 66.08
741726.504 3669740.803 99.43 0.61 67.7 0.46 66.079
741726.937 3669739.887 103.81 1.14 69.27 0.49 66.054
741727.12 3669739.334 104.82 1.31 71.88 0.47 66.038
741727.212 3669738.665 106.07 1.52 70.95 0.48 66.073
741727.25 3669738.392 107.4 1.65 71.38 0.44 66.087
741727.265 3669737.985 107.75 1.68 72.55 0.47 66.094
741727.237 3669737.231 108.38 1.7 73.84 0.48 66.087
741727.171 3669736.793 109.35 1.6 74.58 0.51 66.089
741727.091 3669736.509 110.29 1.51 75.55 0.51 66.094
741726.983 3669736.121 110.17 1.44 76.3 0.51 66.101
741726.477 3669735.134 111.93 1.55 78.33 0.49 66.09
741726.145 3669734.67 114.35 1.63 79.27 0.48 66.087
741725.89 3669734.402 116.11 1.72 78.29 0.48 66.095
741725.673 3669734.176 116.23 1.77 76.65 0.5 66.101
741725.397 3669733.92 114.27 1.77 74.81 0.53 66.098
741724.836 3669733.563 113.45 1.81 74.81 0.51 66.035
741724.371 3669733.297 114.82 1.84 75.71 0.49 66.004
741724.085 3669733.195 116.34 1.82 76.38 0.46 66.031
741723.775 3669733.085 116.46 1.78 75.36 0.44 66.061
741723.49 3669732.984 115.21 1.84 74.85 0.45 66.089
741722.857 3669732.892 114.47 1.87 74.89 0.47 66.076
741722.129 3669732.816 115.21 1.84 75.83 0.47 66.052
741721.763 3669732.833 117.44 1.81 76.8 0.46 66.057
741721.475 3669732.846 118.84 1.87 76.26 0.48 66.062
741721.189 3669732.859 116.93 1.86 75.75 0.47 66.066
741720.753 3669732.886 116.58 1.85 76.02 0.44 66.062
741719.958 3669732.953 117.59 1.84 75.67 0.44 66.03
741719.237 3669733.009 118.18 1.81 76.3 0.43 65.999
741718.913 3669733.032 119.12 1.82 77.43 0.44 65.984
741718.592 3669733.056 120.06 1.83 77 0.46 65.969
741718.109 3669733.091 118.26 1.84 76.65 0.48 65.946
741716.971 3669733.212 117.24 1.83 76.22 0.49 65.904
741716.033 3669733.314 118.1 1.81 75.95 0.5 65.891
741715.519 3669733.37 117.63 1.82 73.8 0.51 65.902
741715.009 3669733.426 114.9 1.82 71.34 0.51 65.913
741714.329 3669733.499 114.66 1.82 69.58 0.52 65.92
741713.584 3669733.577 113.41 1.79 69.15 0.51 65.916
741712.723 3669733.667 113.57 1.81 69.38 0.49 65.911
741712.111 3669733.73 113.96 1.81 69.34 0.49 65.907
741711.545 3669733.788 112.95 1.8 69.54 0.48 65.904
741711.027 3669733.842 112.2 1.79 70.13 0.48 65.901
741709.823 3669733.947 113.1 1.8 70.09 0.48 65.881
741708.749 3669734.039 113.1 1.79 70.28 0.47 65.86
741708.116 3669734.09 112.67 1.77 68.84 0.47 65.845
741707.487 3669734.141 110.91 1.76 67.9 0.48 65.83
741706.907 3669734.188 112.67 1.77 68.91 0.5 65.816
741705.928 3669734.261 113.26 1.83 69.03 0.5 65.807
741705.052 3669734.324 113.18 1.83 69.11 0.51 65.803
741704.089 3669734.397 113.38 1.81 68.8 0.51 65.801
741703.454 3669734.446 111.97 1.78 68.91 0.49 65.801
741702.697 3669734.506 112.75 1.76 69.54 0.48 65.8
741701.883 3669734.56 112.32 1.77 69.73 0.49 65.801
741700.9 3669734.614 112.91 1.77 69.5 0.5 65.803
741700.059 3669734.654 112.2 1.76 68.25 0.49 65.804
741699.349 3669734.655 111.58 1.74 69.15 0.46 65.795
741698.534 3669734.655 112.01 1.75 69.11 0.47 65.785
741697.958 3669734.654 111.15 1.76 68.6 0.48 65.778
741696.991 3669734.627 111.62 1.77 68.05 0.48 65.767
741695.833 3669734.598 110.91 1.8 68.17 0.48 65.754
741695.17 3669734.591 112.13 1.8 69.97 0.49 65.755
741694.608 3669734.586 113.18 1.78 70.24 0.49 65.757
741693.945 3669734.58 112.63 1.76 70.79 0.47 65.758
741693.207 3669734.598 114.39 1.74 72.16 0.47 65.754
741692.174 3669734.629 113.77 1.74 71.14 0.46 65.747
741691.306 3669734.657 113.49 1.71 71.84 0.45 65.73
741690.658 3669734.68 115.56 1.73 73.37 0.46 65.71
741690.01 3669734.703 116.27 1.75 74.03 0.46 65.69
741689.116 3669734.729 117.63 1.75 73.72 0.46 65.676
741687.989 3669734.758 116.07 1.73 73.13 0.48 65.667
741687.443 3669734.764 116.19 1.75 74.07 0.46 65.663
741686.796 3669734.759 116.11 1.73 73.52 0.46 65.658
741686.248 3669734.755 115.06 1.72 73.45 0.45 65.654
741685.649 3669734.751 115.45 1.74 73.29 0.46 65.65
741684.214 3669734.698 115.95 1.75 73.8 0.46 65.628
741683.251 3669734.653 117.28 1.73 75.71 0.44 65.62
741682.75 3669734.622 118.53 1.74 75.52 0.46 65.624
741682.15 3669734.584 119.04 1.77 76.41 0.46 65.628
741681.462 3669734.542 121.11 1.8 76.53 0.47 65.631
741680.392 3669734.49 119.39 1.8 76.14 0.46 65.625
741679.485 3669734.446 120.95 1.77 77.27 0.46 65.619
741678.971 3669734.443 121.66 1.8 77.66 0.46 65.615
741678.369 3669734.439 122.91 1.76 78.91 0.47 65.61
741677.895 3669734.436 125.09 1.75 79.73 0.47 65.606
741677.466 3669734.433 123.84 1.76 79.38 0.47 65.602
741675.985 3669734.446 125.09 1.75 80.48 0.46 65.59
741675.265 3669734.451 125.48 1.77 79.27 0.45 65.586
741674.711 3669734.454 123.18 1.79 77.43 0.47 65.583
741674.204 3669734.457 122.4 1.8 78.09 0.48 65.581
741673.494 3669734.467 124.78 1.82 79.85 0.48 65.575
741672.895 3669734.478 125.29 1.83 81.53 0.46 65.567
741672.231 3669734.494 125.88 1.8 82.98 0.47 65.563
741671.876 3669734.506 128.14 1.81 84.85 0.47 65.566
741671.55 3669734.516 130.29 1.8 85.32 0.47 65.567
741670.367 3669734.556 127.36 1.76 83.99 0.45 65.548
741669.744 3669734.578 129.35 1.77 84.73 0.45 65.531
741669.301 3669734.592 131.46 1.77 84.5 0.46 65.531
741668.783 3669734.608 130.64 1.78 83.88 0.48 65.532
741668.414 3669734.619 129 1.8 83.45 0.49 65.532
741667.721 3669734.629 129.59 1.78 83.37 0.48 65.533
741666.85 3669734.641 129.16 1.78 83.13 0.46 65.535
741666.476 3669734.651 128.22 1.74 83.29 0.46 65.539
741666.063 3669734.662 127.75 1.71 82.78 0.46 65.543
741665.538 3669734.676 126.34 1.7 81.61 0.45 65.548
741664.992 3669734.695 124.35 1.68 81.69 0.44 65.546
741664.157 3669734.728 125.17 1.7 81.77 0.43 65.538
741663.628 3669734.745 125.17 1.72 80.95 0.44 65.534
741663.11 3669734.758 123.45 1.74 79.3 0.45 65.535
741662.546 3669734.772 122.71 1.76 78.21 0.46 65.536
741661.957 3669734.785 122.59 1.74 77.63 0.45 65.541
741661.209 3669734.8 120.91 1.71 75.75 0.45 65.551
741660.542 3669734.815 118.69 1.69 74.46 0.44 65.557
741660.004 3669734.833 117.13 1.7 73.52 0.45 65.552
741659.421 3669734.852 115.45 1.72 72.16 0.45 65.547
741658.873 3669734.867 113.53 1.75 71.57 0.46 65.539
741658.083 3669734.879 115.41 1.73 71.77 0.45 65.515
741657.154 3669734.889 115.56 1.75 71.73 0.45 65.49
741656.624 3669734.889 113.61 1.77 72.55 0.46 65.484
741656.412 3669734.889 114.08 1.74 73.72 0.47 65.481
741655.952 3669734.888 116.11 1.75 74.66 0.46 65.475
741655.155 3669734.892 117.32 1.72 76.84 0.45 65.472
741653.602 3669734.908 119.78 1.71 78.13 0.44 65.475
741653.037 3669734.918 119.86 1.71 78.21 0.42 65.48
741652.512 3669734.927 120.76 1.69 77.82 0.43 65.485
741651.991 3669734.938 119.59 1.69 77.2 0.43 65.484
741650.902 3669734.962 118.18 1.7 76.8 0.41 65.48
741650.378 3669734.976 117.36 1.71 76.1 0.42 65.481
741649.853 3669734.99 117.36 1.68 76.3 0.43 65.484
741649.239 3669735.008 117.4 1.69 75.87 0.43 65.488
741648.571 3669735.025 117.28 1.71 76.06 0.42 65.482
741647.87 3669735.043 116.81 1.69 75.75 0.42 65.472
741647.175 3669735.057 115.48 1.63 75.05 0.4 65.468
741646.718 3669735.059 115.45 1.61 74.46 0.4 65.48
741646.222 3669735.062 115.45 1.62 73.84 0.37 65.494
741645.681 3669735.064 113.69 1.63 72.59 0.39 65.51
741644.735 3669735.08 113.38 1.66 71.53 0.4 65.503
741643.75 3669735.102 111.73 1.67 70.71 0.42 65.496
741643.307 3669735.123 110.52 1.7 70.2 0.42 65.505
741642.743 3669735.149 110.37 1.71 70.79 0.42 65.515
741642.261 3669735.172 109.9 1.75 69.93 0.42 65.524
741641.535 3669735.218 109.08 1.76 70.24 0.42 65.51
741640.527 3669735.284 110.17 1.71 71.57 0.39 65.485
741640.043 3669735.319 111.11 1.69 71.38 0.39 65.488
741639.551 3669735.355 109.51 1.7 71.14 0.4 65.493
741638.932 3669735.401 109.94 1.73 70.63 0.4 65.5
741638.319 3669735.437 110.64 1.76 70.87 0.41 65.485
741637.574 3669735.477 109.7 1.76 71.65 0.4 65.456
741636.885 3669735.504 111.34 1.78 73.37 0.39 65.45
741636.291 3669735.512 111.73 1.75 73.72 0.4 65.477
741635.813 3669735.519 110.02 1.73 72.2 0.41 65.498
741635.348 3669735.531 109.82 1.72 73.02 0.38 65.507
741634.534 3669735.564 112.16 1.7 72.9 0.38 65.491
741633.83 3669735.591 111.54 1.72 72.9 0.39 65.474
741633.273 3669735.609 111.73 1.75 73.09 0.38 65.448
741632.835 3669735.623 111.93 1.74 73.37 0.39 65.428
741632.438 3669735.636 111.27 1.7 73.56 0.41 65.409
741631.55 3669735.638 112.28 1.73 73.95 0.39 65.402
741630.549 3669735.635 113.26 1.71 74.19 0.38 65.404
741630.153 3669735.637 112.56 1.63 73.48 0.37 65.414
741629.757 3669735.639 111.27 1.62 73.48 0.37 65.424
741629.252 3669735.642 111.58 1.63 73.52 0.38 65.437
741628.59 3669735.641 110.37 1.66 72.43 0.39 65.446
741627.6 3669735.637 109.94 1.62 72.7 0.36 65.449
741626.993 3669735.634 111.7 1.62 72.9 0.37 65.45
741626.51 3669735.631 111.31 1.68 72.39 0.38 65.451
741625.989 3669735.628 110.68 1.68 72.23 0.39 65.451
741625.378 3669735.627 110.91 1.72 72.16 0.4 65.454
741624.309 3669735.629 110.95 1.69 71.84 0.39 65.463
741623.742 3669735.627 110.09 1.71 72.23 0.4 65.468
741623.224 3669735.624 111.15 1.75 71.61 0.41 65.472
741622.826 3669735.621 110.76 1.76 70.91 0.41 65.475
741622.121 3669735.615 109.59 1.78 70.98 0.4 65.475
741621.32 3669735.607 109.9 1.77 71.26 0.39 65.468
741620.733 3669735.601 110.45 1.78 71.34 0.4 65.464
741620.224 3669735.596 110.33 1.8 71.53 0.4 65.473
741619.899 3669735.593 109.78 1.79 71.49 0.4 65.478
741619.353 3669735.588 110.09 1.78 71.8 0.39 65.488
741618.521 3669735.584 110.02 1.78 72.23 0.38 65.488
741617.461 3669735.583 110.8 1.82 72.35 0.4 65.481
741617.028 3669735.591 112.52 1.86 72.86 0.41 65.478
741616.522 3669735.6 111.89 1.88 72.82 0.41 65.476
741616.161 3669735.607 111.85 1.88 72.43 0.41 65.474
741615.573 3669735.622 112.32 1.82 72.43 0.4 65.475
741614.615 3669735.654 111.15 1.78 72.27 0.4 65.486
741613.707 3669735.667 112.67 1.82 72.63 0.4 65.488
741613.278 3669735.666 113.41 1.86 74.5 0.4 65.485
741612.72 3669735.664 113.73 1.86 75.36 0.41 65.481
741611.956 3669735.663 114.35 1.82 75.52 0.39 65.475
741611.158 3669735.661 115.8 1.84 76.14 0.4 65.468
741610.445 3669735.672 115.09 1.89 75.98 0.42 65.466
741609.966 3669735.691 116.42 1.88 76.41 0.42 65.47
741609.489 3669735.71 117.16 1.8 77.31 0.39 65.475
741609.089 3669735.726 116.38 1.77 77.39 0.39 65.478
741608.05 3669735.775 117.28 1.8 77.04 0.4 65.501
741607.168 3669735.815 117.87 1.8 76.69 0.4 65.522
741606.676 3669735.825 116.93 1.83 76.65 0.39 65.517
741606.105 3669735.837 116.89 1.83 77.23 0.4 65.512
741605.612 3669735.847 117.2 1.85 76.34 0.41 65.507
741604.889 3669735.853 115.68 1.87 75.55 0.42 65.51
741603.635 3669735.86 115.88 1.86 75.13 0.41 65.519
741603.199 3669735.863 115.13 1.84 73.29 0.41 65.521
741602.542 3669735.868 113.53 1.83 73.05 0.41 65.523
741602.106 3669735.871 113.96 1.81 73.37 0.4 65.524
741601.309 3669735.881 114.08 1.79 74.23 0.4 65.534
741600.513 3669735.893 114.47 1.81 74.77 0.39 65.546
741599.813 3669735.898 115.6 1.82 74.42 0.39 65.555
741599.141 3669735.897 113.14 1.83 73.29 0.39 65.562
741598.607 3669735.895 111.34 1.85 71.92 0.4 65.567
741598.077 3669735.89 110.72 1.84 71.22 0.4 65.572
741596.591 3669735.854 108.57 1.83 70.98 0.41 65.58
741596.109 3669735.843 108.53 1.87 69.81 0.42 65.576
741595.539 3669735.833 106.89 1.84 68.45 0.41 65.561
741595.055 3669735.824 106.11 1.85 69.3 0.41 65.549
741594.527 3669735.814 107.4 1.83 69.7 0.41 65.536
741593.491 3669735.812 106.5 1.85 69.62 0.42 65.532
741592.3 3669735.814 107.09 1.88 70.83 0.42 65.533
741591.774 3669735.824 108.84 1.84 71.57 0.43 65.548
741591.154 3669735.836 107.95 1.84 73.41 0.41 65.564
741590.628 3669735.846 111.73 1.82 76.61 0.4 65.579
741589.699 3669735.866 115.13 1.82 79.5 0.4 65.586
741587.776 3669735.908 123.57 1.85 85.05 0.42 65.596
741587.397 3669735.914 124.98 1.86 88.09 0.39 65.6
741586.847 3669735.924 130.25 1.85 90.16 0.39 65.606
741586.178 3669735.932 130.8 1.9 89.97 0.42 65.615
741585.033 3669735.938 130.48 1.89 89.38 0.4 65.631
741584.227 3669735.936 131.62 1.88 88.21 0.41 65.637
741583.675 3669735.93 128.02 1.89 86.96 0.41 65.636
741583.119 3669735.924 127.98 1.88 86.65 0.41 65.634
741582.564 3669735.918 128.02 1.89 85.59 0.42 65.634
741581.279 3669735.906 124.2 1.89 83.6 0.42 65.647
741580.468 3669735.909 123.06 1.89 81.88 0.42 65.656
741579.939 3669735.919 123.14 1.89 78.99 0.41 65.664
741579.453 3669735.929 119.35 1.89 76.92 0.41 65.671
741578.878 3669735.945 119.04 1.9 77 0.42 65.679
741578.031 3669735.985 117.71 1.91 75.95 0.42 65.69
741577.25 3669736.022 115.17 1.9 75.4 0.42 65.701
741576.828 3669736.041 116.93 1.89 75.95 0.41 65.705
741576.191 3669736.069 116.19 1.87 75.4 0.42 65.71
741575.642 3669736.094 115.64 1.87 75.16 0.42 65.715
741574.999 3669736.113 115.88 1.89 74.81 0.42 65.718
741573.76 3669736.146 114.59 1.9 73.99 0.41 65.723
741573.303 3669736.155 114.2 1.9 73.37 0.42 65.735
741572.807 3669736.165 113.81 1.91 72.47 0.43 65.748
741572.35 3669736.174 111.77 1.9 70.79 0.41 65.76
741571.701 3669736.193 109.59 1.86 70.44 0.4 65.762
741570.907 3669736.221 110.21 1.85 70.91 0.43 65.752
741570.238 3669736.242 110.45 1.88 70.71 0.41 65.748
741569.713 3669736.252 108.84 1.86 70.44 0.4 65.753
741569.23 3669736.262 109.63 1.85 70.91 0.39 65.758
741568.785 3669736.271 109.51 1.85 70.24 0.42 65.762
741567.914 3669736.276 107.98 1.83 69.77 0.41 65.788
741567.123 3669736.281 107.87 1.81 69.34 0.43 65.81
741566.614 3669736.288 108.1 1.82 69.34 0.41 65.806
741566.105 3669736.295 106.85 1.79 69.46 0.43 65.802
741564.844 3669736.316 107.56 1.79 69.89 0.4 65.791
741564.02 3669736.331 107.05 1.76 70.2 0.37 65.783
741563.52 3669736.34 108.26 1.75 70.63 0.38 65.793
741563.152 3669736.346 109.66 1.77 70.52 0.39 65.802
741562.599 3669736.356 109.04 1.78 69.66 0.41 65.816
741562.029 3669736.364 108.14 1.79 69.42 0.39 65.824
741560.907 3669736.379 109.2 1.75 70.32 0.38 65.831
741560.401 3669736.384 108.53 1.76 70.28 0.39 65.833
741560.017 3669736.388 108.22 1.75 71.02 0.4 65.835
741559.554 3669736.393 108.92 1.73 72.31 0.36 65.837
741558.932 3669736.403 110.72 1.7 71.73 0.35 65.854
741558.115 3669736.419 108.61 1.73 69.54 0.36 65.896
741557.577 3669736.429 106.93 1.68 69.58 0.36 65.912
741557.097 3669736.436 109.47 1.67 70.87 0.36 65.899
741556.776 3669736.442 109.66 1.69 70.91 0.39 65.89
741556.36 3669736.448 109.98 1.73 71.84 0.38 65.879
741555.73 3669736.441 110.48 1.77 72.16 0.38 65.878
741554.256 3669736.412 111.5 1.76 73.95 0.38 65.891
741553.737 3669736.402 111.81 1.75 73.84 0.38 65.901
741553.261 3669736.393 112.52 1.73 74.27 0.37 65.91
741552.412 3669736.401 112.09 1.76 74.07 0.37 65.917
741551.638 3669736.41 112.01 1.77 74.3 0.38 65.922
741551.2 3669736.418 113.57 1.76 75.44 0.37 65.924
741550.656 3669736.428 114 1.77 75.63 0.37 65.926
741550.328 3669736.434 113.1 1.75 75.44 0.38 65.927
741549.598 3669736.45 113.57 1.72 75.91 0.38 65.937
741548.843 3669736.468 114.35 1.73 75.59 0.36 65.949
741548.227 3669736.487 113.1 1.72 75.36 0.36 65.95
741547.817 3669736.503 113.65 1.76 75.79 0.37 65.946
741547.406 3669736.518 113.53 1.71 76.38 0.36 65.942
741547.031 3669736.533 112.98 1.75 75.75 0.37 65.938
741545.907 3669736.579 111.77 1.77 75.2 0.39 65.959
741545.25 3669736.606 111.97 1.8 74.11 0.42 65.972
741544.789 3669736.623 111.03 1.79 72.66 0.43 65.982
741544.175 3669736.645 109.98 1.8 71.02 0.42 65.997
741543.67 3669736.661 108.61 1.8 70.44 0.39 66.006
741543.052 3669736.67 107.44 1.75 70.09 0.41 66.007
741542.316 3669736.68 107.98 1.78 71.45 0.37 66.008
741541.641 3669736.682 110.25 1.79 72.94 0.37 66.01
741541.182 3669736.682 111.89 1.81 73.91 0.38 66.012
741539.868 3669736.703 113.34 1.84 75.16 0.38 66.035
741539.032 3669736.727 113.38 1.82 75.4 0.38 66.059
741538.508 3669736.754 112.24 1.83 74.58 0.38 66.072
741538.126 3669736.774 111.46 1.83 74.62 0.39 66.081
741537.575 3669736.803 112.13 1.82 74.85 0.38 66.094
741536.936 3669736.832 111.15 1.82 73.37 0.39 66.111
741536.012 3669736.871 110.76 1.84 73.25 0.38 66.136
741535.404 3669736.89 111.03 1.85 72.55 0.39 66.151
741535.007 3669736.899 110.52 1.85 71.53 0.39 66.16
741534.609 3669736.908 108.41 1.83 70.52 0.38 66.169
741533.138 3669736.965 109.31 1.72 70.09 0.36 66.198
741532.432 3669736.998 108.84 1.71 70.32 0.33 66.212
741531.933 3669737.019 108.96 1.74 71.06 0.36 66.219
741531.306 3669737.046 108.88 1.78 70.75 0.38 66.228
741530.696 3669737.068 107.59 1.78 70.71 0.39 66.234
741529.864 3669737.082 108.96 1.82 70.71 0.4 66.236
741529.145 3669737.095 108.26 1.83 69.42 0.41 66.238
741528.533 3669737.101 106.89 1.8 69.58 0.4 66.24
741528.003 3669737.106 107.71 1.77 69.15 0.39 66.241
741527.634 3669737.109 108.69 1.78 69.62 0.38 66.242
741526.836 3669737.115 107.83 1.8 69.5 0.39 66.259
741526.119 3669737.12 107.91 1.83 69.46 0.4 66.275
741525.548 3669737.121 107.83 1.89 69.19 0.4 66.287
741525.051 3669737.119 107.05 1.89 68.64 0.39 66.296
741524.511 3669737.117 106.54 1.85 68.05 0.38 66.305
741523.834 3669737.119 107.01 1.83 68.25 0.38 66.308
741523.053 3669737.124 106.54 1.86 68.45 0.39 66.306
741522.304 3669737.137 106.11 1.88 68.72 0.4 66.312
741521.907 3669737.149 107.71 1.87 68.64 0.4 66.321
741521.51 3669737.161 106.81 1.86 67.82 0.4 66.331
741521.041 3669737.176 106.89 1.85 68.8 0.4 66.342
741520.227 3669737.199 108.69 1.86 68.56 0.4 66.358
741519.271 3669737.226 107.16 1.86 67.7 0.41 66.377
741518.852 3669737.235 107.59 1.88 67.74 0.41 66.387
741518.435 3669737.244 109.39 1.87 68.02 0.41 66.396
741518.016 3669737.253 107.48 1.87 67.04 0.4 66.406
741517.268 3669737.265 106.42 1.85 67.23 0.4 66.416
741515.998 3669737.282 108.3 1.83 67.31 0.41 66.428
741515.51 3669737.291 108.1 1.84 67.08 0.42 66.431
741515.019 3669737.299 108.06 1.84 67.94 0.41 66.435
741514.57 3669737.307 109.04 1.84 68.45 0.42 66.439
741513.658 3669737.326 108.61 1.86 68.41 0.43 66.44
741513.1 3669737.339 107.24 1.85 68.52 0.42 66.441
741512.435 3669737.353 108.92 1.84 69.5 0.41 66.446
741511.944 3669737.362 111.03 1.82 70.59 0.4 66.455
741511.449 3669737.371 110.88 1.83 71.06 0.42 66.464
741510.869 3669737.381 111.58 1.82 71.49 0.41 66.475
741509.843 3669737.394 111.07 1.8 72.08 0.41 66.494
741508.954 3669737.406 110.09 1.78 70.91 0.39 66.508
741508.489 3669737.412 110.33 1.77 69.85 0.39 66.514
741507.984 3669737.42 109.51 1.78 68.52 0.38 66.521
741507.327 3669737.433 107.83 1.77 68.13 0.39 66.534
741506.562 3669737.454 107.44 1.79 67.59 0.39 66.555
741505.778 3669737.477 106.58 1.83 65.91 0.39 66.573
741505.175 3669737.498 105.37 1.81 65.48 0.39 66.567
741504.704 3669737.514 105.72 1.84 65.05 0.4 66.563
741504.271 3669737.53 105.64 1.81 65.71 0.41 66.559
741503.222 3669737.567 106.54 1.83 65.55 0.41 66.579
741502.252 3669737.601 106.93 1.8 65.4 0.39 66.603
741501.728 3669737.618 106.54 1.77 64.73 0.39 66.612
741501.156 3669737.636 106.15 1.79 65.13 0.41 66.622
741500.632 3669737.653 107.01 1.79 65.48 0.41 66.631
741499.849 3669737.665 105.76 1.82 64.89 0.41 66.641
741499.091 3669737.675 104.7 1.8 64.81 0.4 66.651
741498.416 3669737.68 104.59 1.8 63.25 0.39 66.663
741497.763 3669737.679 102.98 1.77 62.23 0.4 66.678
741497.251 3669737.679 102.09 1.78 62.23 0.41 66.689
741496.614 3669737.684 100.99 1.78 62.63 0.4 66.699
741495.667 3669737.699 100.09 1.78 61.88 0.39 66.706
