Easting Northing EcaH1 I1 EcaH05 i05 elevation
741726.137 3669716.944 65.21 -1.43 46.77 -0.94 70.002
741726.632 3669717.578 64 -1.48 46.3 -0.93 69.992
741726.877 3669718.082 63.02 -1.49 46.92 -0.92 69.996
741727.085 3669718.509 63.34 -1.5 48.52 -0.94 70
741727.327 3669719.229 62.71 -1.52 46.77 -0.92 70.025
741727.482 3669719.931 63.1 -1.54 46.14 -0.9 70.061
741727.533 3669720.515 63.02 -1.51 46.34 -0.9 70.069
741727.517 3669720.836 62.67 -1.51 45.67 -0.9 70.061
741727.492 3669721.339 63.53 -1.51 47.04 -0.92 70.048
741727.453 3669721.751 64.94 -1.46 47 -0.92 70.04
741727.186 3669722.435 64.63 -1.42 46.57 -0.93 70.062
741726.96 3669723.015 64.47 -1.46 48.02 -0.96 70.081
741726.571 3669723.51 65.84 -1.37 47.78 -0.94 70.062
741726.387 3669723.733 65.84 -1.36 46.3 -0.93 70.052
741726.086 3669724.096 65.37 -1.4 46.06 -0.94 70.035
741725.613 3669724.473 66.19 -1.39 46.34 -0.93 70.043
741724.587 3669725.166 66.42 -1.42 45.44 -0.94 70.076
741724.17 3669725.318 66.27 -1.44 44.38 -0.93 70.089
741723.752 3669725.47 64.51 -1.43 44.42 -0.92 70.101
741723.374 3669725.608 64.31 -1.46 43.88 -0.92 70.112
741722.755 3669725.739 64.39 -1.43 44.15 -0.93 70.13
741721.7 3669725.841 64.04 -1.38 43.76 -0.91 70.162
741721.099 3669725.854 63.06 -1.38 43.17 -0.9 70.161
741720.645 3669725.833 63.26 -1.36 42.63 -0.89 70.148
741719.918 3669725.799 62.13 -1.34 42.74 -0.88 70.128
741719.499 3669725.771 62.13 -1.37 42.55 -0.9 70.13
741718.659 3669725.696 61.62 -1.38 41.88 -0.92 70.17
741717.906 3669725.629 61.34 -1.38 41.69 -0.93 70.203
741717.289 3669725.569 60.8 -1.36 41.38 -0.92 70.21
741716.718 3669725.514 60.8 -1.34 40.87 -0.93 70.215
741715.829 3669725.442 60.88 -1.39 41.1 -0.94 70.227
741715.035 3669725.399 60.99 -1.42 41.45 -0.96 70.243
741714.28 3669725.36 61.19 -1.41 42.12 -0.96 70.259
741713.774 3669725.343 61.19 -1.47 42.74 -0.97 70.282
741713.306 3669725.328 61.15 -1.47 42.59 -0.98 70.304
741712.877 3669725.314 60.6 -1.44 42.23 -0.96 70.324
741712.04 3669725.292 61.46 -1.41 42.27 -0.93 70.307
741710.638 3669725.263 61.58 -1.41 42.9 -0.93 70.234
741710.539 3669725.263 62.2 -1.38 43.17 -0.94 70.237
741710.079 3669725.262 62.48 -1.41 43.25 -0.95 70.248
741709.718 3669725.262 61.42 -1.42 42.86 -0.96 70.257
741709.326 3669725.261 62.13 -1.4 43.02 -0.95 70.267
741708.042 3669725.273 61.7 -1.43 42.51 -0.96 70.302
741707.102 3669725.284 61.11 -1.41 42.2 -0.96 70.326
741706.637 3669725.29 60.25 -1.42 42.63 -0.95 70.338
741705.776 3669725.301 59.04 -1.41 40.98 -0.93 70.359
741704.815 3669725.328 58.73 -1.42 40.75 -0.92 70.362
741703.534 3669725.371 58.49 -1.4 41.1 -0.92 70.357
741702.972 3669725.397 59.12 -1.4 40.98 -0.93 70.351
741702.414 3669725.422 58.61 -1.41 40.67 -0.95 70.346
741701.73 3669725.453 58.02 -1.45 40.63 -0.98 70.343
741700.827 3669725.497 58.81 -1.45 40.75 -0.99 70.38
741699.92 3669725.542 58.61 -1.38 40.67 -0.98 70.417
741698.896 3669725.571 57.63 -1.45 40.48 -0.96 70.415
741698.335 3669725.585 58.88 -1.43 42.04 -0.96 70.412
741697.901 3669725.597 60.68 -1.44 43.25 -0.97 70.41
741696.371 3669725.624 61.03 -1.44 42.86 -0.97 70.466
741695.439 3669725.645 60.88 -1.42 42.23 -0.98 70.495
741694.902 3669725.66 60.88 -1.43 42.74 -0.98 70.509
741694.121 3669725.681 61.19 -1.44 43.17 -0.98 70.53
741693.105 3669725.708 60.99 -1.45 42.94 -0.99 70.546
741692.14 3669725.733 61.07 -1.44 43.25 -0.99 70.558
741691.507 3669725.752 61.81 -1.42 44.5 -0.97 70.579
741690.721 3669725.776 63.26 -1.42 44.85 -0.95 70.619
741690.278 3669725.79 63.3 -1.45 43.84 -0.97 70.641
741689.67 3669725.808 63.3 -1.45 44.15 -0.96 70.652
741688.675 3669725.836 64.51 -1.43 44.38 -0.95 70.588
741687.657 3669725.864 65.06 -1.46 43.99 -0.96 70.532
741687.099 3669725.878 65.6 -1.46 44.19 -0.97 70.525
741686.544 3669725.892 66.38 -1.46 45.4 -0.97 70.518
741686.033 3669725.905 67.67 -1.47 46.8 -0.98 70.512
741684.649 3669725.959 69.2 -1.46 47.59 -0.97 70.544
741683.806 3669725.994 69.31 -1.44 47.82 -0.98 70.568
741683.327 3669726.01 69.43 -1.41 48.88 -0.97 70.578
741682.715 3669726.031 69.08 -1.4 47.78 -0.94 70.59
741682.147 3669726.05 68.84 -1.42 47.51 -0.96 70.602
741681.431 3669726.07 69.16 -1.44 48.76 -0.96 70.6
741680.192 3669726.1 71.03 -1.42 49.46 -0.96 70.578
741679.422 3669726.118 71.85 -1.42 49.3 -0.96 70.575
741678.599 3669726.137 72.09 -1.42 49.42 -0.96 70.586
741678.086 3669726.15 71.89 -1.43 50.13 -0.96 70.593
741677.141 3669726.173 73.53 -1.41 51.14 -0.95 70.606
741675.774 3669726.207 74.47 -1.41 51.1 -0.96 70.624
741675.197 3669726.219 74.82 -1.4 51.53 -0.96 70.629
741674.767 3669726.228 75.06 -1.4 51.1 -0.95 70.633
741674.093 3669726.241 74.82 -1.43 50.95 -0.96 70.64
741673.521 3669726.252 73.96 -1.43 50.83 -0.95 70.644
741672.343 3669726.278 72.52 -1.39 50.05 -0.95 70.65
741671.425 3669726.299 72.75 -1.39 50.4 -0.93 70.656
741670.665 3669726.322 73.1 -1.39 50.63 -0.93 70.675
741670.055 3669726.341 73.3 -1.41 50.95 -0.92 70.689
741669.6 3669726.355 74.59 -1.43 52 -0.93 70.7
741668.36 3669726.405 75.21 -1.43 52.59 -0.93 70.699
741667.365 3669726.448 75.84 -1.47 52.7 -0.93 70.694
741666.805 3669726.473 75.45 -1.48 51.49 -0.94 70.692
741666.29 3669726.496 74.66 -1.43 51.1 -0.93 70.689
741665.02 3669726.559 74.2 -1.4 50.36 -0.91 70.678
741663.782 3669726.642 73.92 -1.45 50.75 -0.92 70.647
741662.993 3669726.689 74.47 -1.44 51.41 -0.92 70.646
741662.316 3669726.724 74.66 -1.41 51.53 -0.92 70.671
741661.585 3669726.761 74 -1.44 50.55 -0.93 70.698
741660.921 3669726.787 73.02 -1.42 49.7 -0.93 70.721
741659.623 3669726.822 72.05 -1.47 49.89 -0.93 70.763
741658.662 3669726.829 72.24 -1.46 49.77 -0.93 70.784
741658.157 3669726.822 72.98 -1.42 50.44 -0.92 70.79
741657.419 3669726.812 73.41 -1.42 50.83 -0.93 70.798
741656.574 3669726.804 74.98 -1.46 51.53 -0.94 70.819
741655.94 3669726.8 74.63 -1.48 52 -0.95 70.842
741654.761 3669726.797 74.16 -1.46 51.3 -0.97 70.885
741654.104 3669726.813 72.83 -1.44 50.16 -0.96 70.904
741653.444 3669726.83 72.48 -1.44 49.58 -0.96 70.923
741652.787 3669726.847 71.62 -1.4 49.11 -0.96 70.942
741651.753 3669726.88 70.99 -1.39 48.88 -0.95 70.95
741649.902 3669726.946 70.76 -1.4 48.25 -0.95 70.973
741649.418 3669726.967 69.66 -1.41 47.55 -0.95 70.985
741648.509 3669727.005 69.51 -1.45 47.16 -0.96 71.006
741647.697 3669727.044 69.63 -1.45 47.23 -0.97 71.014
741646.858 3669727.085 67.91 -1.42 46.3 -0.96 71.022
741645.896 3669727.129 67.32 -1.44 45.98 -0.95 71.035
741645.096 3669727.16 66.93 -1.43 45.91 -0.96 71.052
741643.932 3669727.207 67.44 -1.47 46.73 -0.98 71.076
741641.882 3669727.298 68.06 -1.47 46.8 -0.99 71.118
741641.585 3669727.309 68.22 -1.48 46.65 -0.99 71.125
741640.984 3669727.331 67.83 -1.47 47.2 -0.99 71.139
741640.485 3669727.349 67.48 -1.45 46.3 -0.98 71.151
741639.807 3669727.373 67.05 -1.45 45.28 -0.97 71.163
741638.919 3669727.4 65.64 -1.46 44.7 -0.95 71.146
741637.789 3669727.434 64.82 -1.45 43.21 -0.96 71.123
741636.723 3669727.481 64.08 -1.43 43.6 -0.97 71.14
741636.443 3669727.493 65.21 -1.44 43.64 -0.98 71.144
741635.826 3669727.52 64.55 -1.43 44.11 -0.97 71.154
741634.875 3669727.551 64.47 -1.47 44.62 -0.97 71.151
741634.012 3669727.577 65.09 -1.48 45.55 -0.99 71.144
741633.017 3669727.606 65.52 -1.5 45.87 -0.99 71.149
741632.489 3669727.62 65.29 -1.53 45.55 -1 71.159
741631.553 3669727.646 64.66 -1.52 44.85 -0.99 71.175
741630.781 3669727.673 63.34 -1.52 44.27 -0.98 71.168
741629.8 3669727.709 62.63 -1.52 44.03 -0.98 71.155
741629.016 3669727.735 62.98 -1.55 44.03 -0.99 71.147
741628.483 3669727.75 63.53 -1.57 43.84 -1 71.145
741627.904 3669727.766 63.45 -1.56 43.99 -1 71.143
741627.276 3669727.784 63.41 -1.61 43.48 -1.01 71.14
741625.911 3669727.81 62.79 -1.62 44.15 -1.01 71.145
741624.722 3669727.838 63.65 -1.6 44.54 -1.01 71.152
741623.505 3669727.882 63.84 -1.57 43.99 -1.01 71.162
741623.252 3669727.892 62.83 -1.6 43.41 -1.02 71.164
741622.947 3669727.903 65.06 -1.6 44.54 -1.02 71.167
741621.759 3669727.948 65.95 -1.54 45.4 -1.01 71.183
741620.798 3669727.985 67.05 -1.55 45.87 -1.01 71.196
741620.126 3669728.01 66.38 -1.54 45.63 -1 71.193
741619.557 3669728.031 67.36 -1.48 46.45 -0.97 71.191
741618.939 3669728.055 67.83 -1.51 46.22 -0.97 71.189
741618.199 3669728.08 68.02 -1.51 47.35 -0.98 71.182
741617.536 3669728.101 69.82 -1.5 48.68 -1 71.174
741616.812 3669728.124 71.15 -1.51 49.27 -1 71.165
741615.955 3669728.141 70.88 -1.55 48.8 -1.01 71.187
741615.211 3669728.154 70.25 -1.55 48.37 -1.01 71.216
741614.47 3669728.166 71.23 -1.55 49.54 -1 71.246
741613.337 3669728.196 72.71 -1.58 50.36 -1.01 71.267
741611.993 3669728.237 73.1 -1.57 51.34 -1 71.289
741611.379 3669728.263 73.77 -1.56 52.27 -1 71.294
741610.956 3669728.281 75.88 -1.53 52.16 -1.01 71.298
741610.387 3669728.305 74.35 -1.57 51.92 -1.02 71.302
741609.212 3669728.351 73.69 -1.57 50.91 -1.02 71.322
741608.332 3669728.385 73.96 -1.6 50.71 -1.02 71.339
741607.351 3669728.411 72.32 -1.61 50.09 -1.02 71.364
741606.606 3669728.427 71.5 -1.61 49.03 -1.03 71.385
741604.88 3669728.452 69.04 -1.6 47.08 -1.03 71.422
741603.638 3669728.463 68.06 -1.58 46.3 -1.03 71.442
741602.821 3669728.485 65.41 -1.59 45.48 -1.02 71.467
741602.328 3669728.499 65.48 -1.58 45.79 -1.01 71.482
741601.567 3669728.52 65.64 -1.57 45.71 -1.02 71.505
741600.626 3669728.556 64.63 -1.58 44.42 -1.02 71.508
741599.767 3669728.591 63.49 -1.54 44.23 -1 71.506
741598.889 3669728.621 64.23 -1.53 44.73 -1.01 71.507
741598.178 3669728.634 63.96 -1.58 44.62 -1.02 71.516
741597.631 3669728.644 64.16 -1.64 44.54 -1.05 71.523
741596.809 3669728.66 63.1 -1.62 43.76 -1.04 71.535
741595.527 3669728.697 62.2 -1.62 42.9 -1.04 71.567
741594.397 3669728.732 61.46 -1.64 43.33 -1.03 71.591
741592.971 3669728.778 59.86 -1.63 41.96 -1.03 71.609
741592.331 3669728.798 58.92 -1.62 41.61 -1.02 71.615
741591.347 3669728.821 58.18 -1.62 41.22 -1.02 71.608
741590.121 3669728.85 58.45 -1.64 40.95 -1.01 71.6
741589.38 3669728.879 57.71 -1.64 41.73 -1.02 71.619
741588.802 3669728.902 60.72 -1.59 43.05 -1.03 71.634
741588.22 3669728.925 64.08 -1.58 45.95 -1.03 71.648
741586.883 3669728.974 66.73 -1.58 48.72 -1.02 71.669
741585.926 3669729.009 71.19 -1.61 51.38 -1.04 71.681
741585.31 3669729.029 74.74 -1.6 53.09 -1.03 71.684
741584.909 3669729.041 77.71 -1.6 54.58 -1.03 71.684
741584.363 3669729.057 78.06 -1.63 54.38 -1.04 71.684
741583.928 3669729.07 77.36 -1.63 52.7 -1.03 71.684
741583.565 3669729.081 75.52 -1.6 51.61 -1.03 71.684
741582.139 3669729.11 76.15 -1.59 52.12 -1.02 71.698
741580.987 3669729.133 77.09 -1.6 53.05 -1.04 71.714
741579.916 3669729.154 77.16 -1.61 52.86 -1.04 71.739
741577.87 3669729.193 75.48 -1.63 50.95 -1.05 71.755
741576.678 3669729.214 74.08 -1.65 50.01 -1.06 71.748
741575.965 3669729.228 72.91 -1.62 48.95 -1.04 71.726
741575.249 3669729.242 71.77 -1.64 47.7 -1.05 71.705
741574.536 3669729.256 70.48 -1.65 46.8 -1.06 71.683
741573.611 3669729.274 68.96 -1.65 45.79 -1.06 71.675
741572.765 3669729.29 67.95 -1.65 44.97 -1.04 71.667
741571.916 3669729.3 66.81 -1.66 44.38 -1.05 71.662
741570.875 3669729.301 66.31 -1.65 44.58 -1.02 71.661
741570.225 3669729.302 65.45 -1.66 44.73 -1.04 71.66
741569.171 3669729.302 65.41 -1.62 44.7 -1.02 71.655
741568.067 3669729.302 64.51 -1.63 44.66 -1.03 71.65
741567.324 3669729.312 63.61 -1.67 44.11 -1.03 71.653
741566.601 3669729.325 63.38 -1.67 43.95 -1.03 71.659
741565.989 3669729.336 62.48 -1.66 42.78 -1.03 71.663
741564.89 3669729.369 62.13 -1.65 43.02 -1.01 71.656
741563.935 3669729.403 62.2 -1.6 42.82 -1.01 71.644
741563.246 3669729.433 62.28 -1.62 42.7 -1 71.642
741562.544 3669729.479 61.54 -1.63 42.59 -1.01 71.656
741562.393 3669729.489 60.52 -1.62 42.35 -1 71.658
741562.028 3669729.512 60.84 -1.61 42.59 -1.01 71.665
741561.693 3669729.534 60.48 -1.62 41.92 -1.01 71.672
741560.616 3669729.606 59.98 -1.67 41.34 -1.02 71.674
741559.831 3669729.659 58.18 -1.7 40.59 -1.02 71.667
741558.555 3669729.72 56.07 -1.72 40.24 -1.04 71.68
741557.063 3669729.743 56.58 -1.71 40.44 -1.06 71.739
741555.744 3669729.754 58.65 -1.67 41.65 -1.06 71.755
741554.399 3669729.763 58.92 -1.68 42.9 -1.05 71.759
741553.863 3669729.769 60.91 -1.68 43.41 -1.05 71.753
741553.059 3669729.779 62.83 -1.69 44.46 -1.05 71.744
741552.414 3669729.787 64.66 -1.71 45.52 -1.07 71.736
741551.615 3669729.8 65.6 -1.71 46.02 -1.07 71.748
741550.336 3669729.822 65.41 -1.73 46.1 -1.08 71.771
741549.361 3669729.846 64.86 -1.7 45.4 -1.08 71.789
741548.893 3669729.859 64.74 -1.73 44.46 -1.08 71.798
741548.161 3669729.879 64.23 -1.74 43.72 -1.08 71.812
741547.646 3669729.894 63.26 -1.76 43.21 -1.08 71.822
741546.628 3669729.928 62.24 -1.78 41.88 -1.09 71.84
741545.894 3669729.952 59.98 -1.82 40.71 -1.09 71.853
741545.07 3669729.97 57.67 -1.83 40.01 -1.08 71.863
741544.216 3669729.981 57.16 -1.82 39.19 -1.06 71.868
741543.425 3669729.991 55.95 -1.8 38.02 -1.05 71.873
741541.97 3669730.002 55.02 -1.78 36.77 -1.04 71.801
741540.884 3669730.011 53.45 -1.78 36.38 -1.04 71.747
741540.332 3669730.023 53.18 -1.77 36.1 -1.04 71.749
741539.68 3669730.038 52.28 -1.75 36.06 -1.04 71.753
741539.076 3669730.051 52.16 -1.73 35.79 -1.03 71.756
741537.579 3669730.063 52.24 -1.72 35.28 -1.04 71.772
741536.095 3669730.069 50.25 -1.7 34.7 -1.03 71.786
741535.81 3669730.07 50.33 -1.74 34.62 -1.04 71.787
741535.089 3669730.074 50.8 -1.78 34.77 -1.06 71.789
741534.562 3669730.077 50.72 -1.77 35.32 -1.08 71.79
741534.034 3669730.083 51.73 -1.75 35.52 -1.08 71.79
741532.891 3669730.12 52.63 -1.79 35.67 -1.1 71.781
741531.695 3669730.16 52.63 -1.78 35.52 -1.08 71.778
741530.717 3669730.203 53.38 -1.78 36.1 -1.09 71.817
741529.945 3669730.237 53.53 -1.75 36.8 -1.07 71.848
741528.863 3669730.286 53.53 -1.74 37 -1.08 71.859
741527.725 3669730.34 54.16 -1.72 37.04 -1.08 71.849
741526.949 3669730.374 52.56 -1.76 36.45 -1.07 71.846
741526.344 3669730.397 52.48 -1.78 35.52 -1.06 71.849
741525.332 3669730.437 51.58 -1.75 35.67 -1.06 71.853
741525.079 3669730.447 51.81 -1.73 35.75 -1.07 71.854
741523.782 3669730.455 53.06 -1.75 36.1 -1.07 71.846
741522.639 3669730.461 52.59 -1.81 36.1 -1.1 71.839
741521.693 3669730.473 52.52 -1.79 36.3 -1.1 71.848
741521.247 3669730.479 53.1 -1.78 36.65 -1.11 71.853
741520.633 3669730.487 53.45 -1.83 36.65 -1.11 71.859
741519.5 3669730.516 53.34 -1.8 36.77 -1.11 71.854
741518.089 3669730.556 53.26 -1.79 36.96 -1.09 71.844
741517.428 3669730.566 52.75 -1.85 37.12 -1.1 71.856
741516.868 3669730.575 52.98 -1.87 36.92 -1.11 71.866
741516.156 3669730.587 54.04 -1.83 37.12 -1.08 71.879
741515.197 3669730.61 53.92 -1.81 37.16 -1.08 71.881
741514.109 3669730.641 53.84 -1.81 37.43 -1.08 71.876
741512.157 3669730.67 53.81 -1.8 37.86 -1.08 71.871
741512.1 3669730.671 54.43 -1.81 38.21 -1.09 71.871
741510.132 3669730.701 52.79 -1.85 36.22 -1.07 71.864
741509.173 3669730.72 51.89 -1.81 35.83 -1.06 71.861
741508.3 3669730.735 50.6 -1.79 34.81 -1.05 71.855
741507.753 3669730.744 49.55 -1.8 34.54 -1.06 71.851
741506.964 3669730.757 49.16 -1.81 34.42 -1.06 71.846
741506.051 3669730.766 48.65 -1.8 34.15 -1.07 71.851
741504.618 3669730.775 48.3 -1.82 33.84 -1.08 71.865
741503.783 3669730.792 47.75 -1.84 33.41 -1.09 71.876
741503.205 3669730.807 48.1 -1.82 33.37 -1.08 71.883
741502.312 3669730.829 47.91 -1.83 33.45 -1.11 71.895
741501.388 3669730.858 48.1 -1.85 33.64 -1.12 71.908
741500.2 3669730.898 48.3 -1.85 33.29 -1.11 71.923
741498.71 3669730.929 47.95 -1.83 32.98 -1.11 71.955
741498.399 3669730.934 47.71 -1.85 33.05 -1.11 71.963
741497.776 3669730.944 46.93 -1.84 32.59 -1.1 71.978
741496.858 3669730.956 45.84 -1.83 31.65 -1.06 71.951
741492.643 3669731.057 45.41 -1.86 30.28 -1.04 71.793
741491.747 3669731.092 45.76 -1.83 30.13 -1.05 71.792
741489.903 3669731.155 44.78 -1.82 29.23 -1.06 71.804
741489.285 3669731.172 44.27 -1.81 28.84 -1.05 71.813
741488.61 3669731.191 43.18 -1.79 28.17 -1.04 71.823
741486.008 3669731.254 43.1 -1.72 27.9 -1.03 71.83
741485.39 3669731.268 42.44 -1.74 27.82 -1.03 71.826
741484.775 3669731.283 40.99 -1.75 27.12 -1.03 71.823
741483.953 3669731.302 39.98 -1.79 26.96 -1.03 71.818
741483.067 3669731.327 39.86 -1.78 26.92 -1.04 71.826
741481.571 3669731.372 40.48 -1.81 27.59 -1.06 71.846
741480.714 3669731.399 40.37 -1.81 27.82 -1.07 71.853
741480.042 3669731.42 40.64 -1.8 27.86 -1.06 71.858
741479.485 3669731.438 40.25 -1.78 27.74 -1.06 71.863
741478.517 3669731.456 40.76 -1.76 27.98 -1.07 71.861
741477.342 3669731.469 40.06 -1.73 28.05 -1.05 71.852
741476.594 3669731.478 40.72 -1.75 27.51 -1.05 71.854
741475.9 3669731.485 40.45 -1.76 28.02 -1.06 71.867
741473.229 3669731.519 41.85 -1.77 28.52 -1.05 71.888
741472.243 3669731.537 42.95 -1.81 28.8 -1.07 71.888
741471.658 3669731.561 42.75 -1.82 29.3 -1.07 71.892
741471.069 3669731.586 43.41 -1.8 29.97 -1.07 71.896
741470.484 3669731.611 44.43 -1.82 30.52 -1.08 71.901
741469.366 3669731.658 45.06 -1.84 30.4 -1.07 71.91
741468.032 3669731.712 44.63 -1.81 29.77 -1.08 71.923
741467.484 3669731.72 44.86 -1.77 29.58 -1.06 71.923
741466.906 3669731.724 44.78 -1.79 29.54 -1.07 71.922
741466.421 3669731.727 45.41 -1.83 29.77 -1.06 71.921
741465.843 3669731.731 44.82 -1.81 29.46 -1.06 71.919
741463.369 3669731.782 45.88 -1.82 29.89 -1.06 71.953
741462.984 3669731.802 44.94 -1.83 30.01 -1.06 71.944
741462.455 3669731.829 44.16 -1.82 29.7 -1.06 71.931
741461.876 3669731.859 43.96 -1.77 29.3 -1.03 71.917
741459.545 3669731.909 43.34 -1.76 28.91 -1.03 71.888
741459.337 3669731.909 42.52 -1.79 28.95 -1.03 71.889
741459.295 3669731.908 42.56 -1.83 28.68 -1.05 71.889
741458.923 3669731.908 42.28 -1.81 28.84 -1.06 71.89
741458.466 3669731.907 41.66 -1.85 28.91 -1.07 71.891
741457.98 3669731.908 42.16 -1.84 28.99 -1.07 71.892
741457.143 3669731.912 42.56 -1.82 28.91 -1.06 71.892
741456.625 3669731.916 42.36 -1.86 28.95 -1.07 71.89
741456.366 3669731.918 41.42 -1.84 28.64 -1.07 71.887
741456.054 3669731.921 41.5 -1.84 28.37 -1.08 71.883
741455.691 3669731.925 40.72 -1.8 28.25 -1.07 71.878
741455.149 3669731.936 40.45 -1.78 27.66 -1.06 71.881
741454.601 3669731.949 39.47 -1.77 27.86 -1.06 71.886
741454.23 3669731.955 39.9 -1.8 29.27 -1.06 71.887
741453.889 3669731.96 40.29 -1.81 29.07 -1.07 71.886
741453.638 3669731.963 39.43 -1.84 28.05 -1.09 71.886
741453.411 3669731.966 39.2 -1.88 26.96 -1.1 71.886
741452.508 3669731.948 38.77 -1.83 26.84 -1.1 71.91
741452.006 3669731.955 37.48 -1.8 25.98 -1.07 71.931
741451.763 3669731.965 37.91 -1.73 26.02 -1.05 71.944
741451.399 3669731.979 37.01 -1.73 25.52 -1.01 71.964
741451.154 3669731.988 34.9 -1.7 25.4 -0.97 71.977
741450.786 3669732.013 35.84 -1.73 25.95 -0.95 71.931
741450.043 3669732.066 34.63 -1.74 25.13 -0.93 71.818
741449.307 3669732.147 35.29 -1.69 24.73 -0.91 71.854
741448.796 3669732.206 36.19 -1.65 25.98 -0.96 71.889
741448.699 3669732.219 37.01 -1.62 26.3 -0.97 71.887
741448.046 3669732.323 36.5 -1.66 25.75 -0.97 71.802
741447.611 3669732.393 36.54 -1.69 25.55 -0.98 71.745
741447.212 3669732.416 35.56 -1.75 25.32 -0.98 71.735
741446.911 3669732.43 35.33 -1.75 25.2 -0.99 71.731
741446.557 3669732.446 35.13 -1.74 25.52 -1.01 71.727
741446.135 3669732.438 35.13 -1.73 25.48 -1.03 71.726
741445.42 3669732.396 34.63 -1.72 25.44 -1.04 71.73
741444.046 3669732.283 35.37 -1.71 25.71 -1.03 71.68
741443.987 3669732.278 35.48 -1.7 25.87 -1.03 71.677
741443.927 3669732.273 35.06 -1.7 25.83 -1.04 71.674
741443.517 3669732.251 34.51 -1.71 25.52 -1.05 71.673
741442.763 3669732.212 34.51 -1.7 25.09 -1.06 71.674
741442.335 3669732.198 34.94 -1.72 25.71 -1.06 71.681
741442.033 3669732.19 35.29 -1.76 25.79 -1.06 71.689
741441.581 3669732.179 34.94 -1.75 25.2 -1.05 71.7
741441.237 3669732.173 33.92 -1.75 25.05 -1.04 71.703
741440.746 3669732.169 33.88 -1.76 25.2 -1.04 71.699
741440.215 3669732.165 34.08 -1.77 25.13 -1.07 71.696
741439.669 3669732.183 33.81 -1.77 25.2 -1.09 71.694
741439.283 3669732.198 34.7 -1.79 25.63 -1.1 71.692
741438.818 3669732.216 34.55 -1.85 25.59 -1.09 71.691
741437.999 3669732.222 34.23 -1.85 25.91 -1.08 71.696
741437.332 3669732.227 34.98 -1.87 26.14 -1.08 71.699
741436.834 3669732.233 35.09 -1.89 25.95 -1.09 71.704
741436.476 3669732.238 35.41 -1.92 26.06 -1.1 71.707
741436.013 3669732.243 34.43 -1.93 25.79 -1.11 71.712
741435.271 3669732.263 34 -1.93 25.32 -1.11 71.712
741434.29 3669732.296 34.2 -1.93 25.52 -1.12 71.709
741433.728 3669732.309 33.69 -1.91 25.44 -1.12 71.712
741433.192 3669732.316 34.47 -1.88 25.44 -1.1 71.718
741432.563 3669732.325 32.91 -1.89 25.05 -1.1 71.726
741431.719 3669732.341 32.83 -1.92 24.66 -1.1 71.733
741430.749 3669732.363 32.24 -1.93 24.97 -1.11 71.738
741429.923 3669732.375 32.63 -1.89 25.05 -1.1 71.743
741429.15 3669732.379 33.06 -1.88 25.2 -1.1 71.746
741428.572 3669732.382 33.06 -1.89 25.4 -1.1 71.749
741427.936 3669732.39 33.45 -1.88 25.98 -1.1 71.752
741426.889 3669732.41 34.43 -1.87 25.98 -1.09 71.757
741426.095 3669732.425 34.94 -1.89 26.3 -1.08 71.76
741425.305 3669732.435 34.98 -1.86 26.22 -1.09 71.757
741424.71 3669732.443 34.94 -1.85 25.95 -1.07 71.755
741424.021 3669732.453 34.27 -1.85 26.18 -1.07 71.754
741422.685 3669732.497 34.23 -1.83 26.22 -1.08 71.773
741421.638 3669732.525 34.94 -1.84 26.14 -1.09 71.78
741421.214 3669732.533 35.84 -1.82 26.26 -1.09 71.776
741420.959 3669732.537 35.64 -1.85 26.41 -1.08 71.773
741420.408 3669732.547 35.17 -1.84 26.26 -1.09 71.769
741419.36 3669732.561 35.76 -1.8 26.1 -1.07 71.767
741418.288 3669732.571 36.5 -1.81 26.57 -1.06 71.774
741416.861 3669732.59 37.36 -1.78 26.88 -1.05 71.771
741416.494 3669732.595 37.71 -1.8 27.16 -1.06 71.769
741416.019 3669732.602 38.61 -1.82 27.86 -1.07 71.766
741415.33 3669732.615 39.43 -1.85 28.72 -1.07 71.762
741414.35 3669732.64 41.85 -1.83 29.42 -1.08 71.757
741413.172 3669732.675 41.03 -1.83 29.7 -1.09 71.751
741412.595 3669732.701 41.34 -1.85 29.93 -1.1 71.749
741411.726 3669732.741 41.31 -1.86 30.16 -1.11 71.746
741411.069 3669732.768 41.62 -1.88 30.05 -1.12 71.746
741410.228 3669732.797 41.77 -1.87 29.58 -1.12 71.752
741408.602 3669732.839 41.85 -1.93 29.34 -1.13 71.748
741408.075 3669732.846 40.8 -1.93 29.19 -1.13 71.738
741407.154 3669732.858 40.91 -1.93 28.64 -1.12 71.721
741406.83 3669732.865 41.15 -1.95 28.95 -1.11 71.719
741405.142 3669732.905 41.03 -1.94 28.84 -1.1 71.711
741404.497 3669732.918 40.48 -1.93 28.48 -1.12 71.705
741403.908 3669732.929 38.96 -1.94 28.29 -1.11 71.698
741403.181 3669732.943 37.28 -1.94 27.63 -1.11 71.69
741402.338 3669732.94 36.89 -1.94 27.12 -1.1 71.68
741401.519 3669732.93 36.58 -1.95 26.53 -1.1 71.67
741399.911 3669732.926 35.21 -1.94 25.63 -1.08 71.673
741399.365 3669732.927 34.66 -1.92 25.44 -1.09 71.679
741398.475 3669732.944 34 -1.92 25.16 -1.08 71.696
741397.397 3669732.985 32.4 -1.92 24.7 -1.08 71.731
741396.482 3669733.013 31.07 -1.91 23.88 -1.09 71.741
