Easting Northing EcaH1 I1 EcaH05 i05 elevation
741395.683 3669733.028 30.33 -1.89 23.25 -1.08 71.722
741395.351 3669733.034 28.34 -1.88 22.51 -1.07 71.714
741394.833 3669733.043 27.91 -1.91 22.23 -1.09 71.701
741393.334 3669733.048 28.1 -1.93 22.63 -1.1 71.694
741392.469 3669733.054 28.38 -1.94 22.59 -1.13 71.691
741392.107 3669733.06 28.61 -1.97 22.59 -1.13 71.691
741391.476 3669733.071 29.12 -1.94 22.82 -1.13 71.692
741391.022 3669733.079 30.25 -1.95 23.41 -1.13 71.692
741389.757 3669733.096 30.06 -1.98 23.41 -1.11 71.693
741388.663 3669733.109 30.09 -1.97 23.09 -1.11 71.695
741388.114 3669733.116 30.68 -1.95 23.84 -1.12 71.704
741387.561 3669733.122 29.47 -1.97 23.48 -1.12 71.715
741386.837 3669733.13 30.29 -1.93 23.72 -1.12 71.73
741386.337 3669733.135 31.77 -1.88 23.91 -1.11 71.737
741384.877 3669733.142 31.7 -1.84 24.03 -1.09 71.73
741384.112 3669733.139 31.07 -1.88 24.34 -1.07 71.726
741383.356 3669733.122 31.54 -1.88 24.58 -1.07 71.724
741382.837 3669733.111 32.52 -1.79 24.77 -1.04 71.722
741382.313 3669733.098 32.91 -1.73 25.4 -1.01 71.723
741380.831 3669733.044 32.4 -1.64 25.44 -1 71.754
741380.167 3669733.013 31.97 -1.51 25.09 -0.96 71.766
741379.681 3669732.988 31.5 -1.31 24.66 -0.92 71.774
741379.314 3669732.969 31.58 -0.9 25.01 -0.85 71.779
741378.786 3669732.942 33.84 -0.03 26.88 -0.72 71.788
741377.794 3669732.901 37.63 1.15 29.11 -0.53 71.799
741376.844 3669732.865 40.09 2.01 29.42 -0.43 71.807
741376.317 3669732.86 39 1.97 28.41 -0.48 71.8
741375.745 3669732.855 38.3 1.27 27.9 -0.62 71.792
741375.261 3669732.85 36.46 0.36 26.84 -0.78 71.785
741374.139 3669732.824 35.21 -0.4 26.22 -0.89 71.801
741373.351 3669732.804 34.74 -0.94 25.75 -0.97 71.816
741372.86 3669732.776 34.04 -1.27 26.06 -1.01 71.812
741372.243 3669732.736 33.69 -1.52 26.18 -1.04 71.802
741371.875 3669732.713 33.1 -1.68 26.45 -1.07 71.797
741371.252 3669732.678 32.95 -1.79 26.34 -1.08 71.795
741370.13 3669732.637 32.95 -1.86 25.67 -1.08 71.829
741369.435 3669732.612 31.97 -1.91 25.4 -1.09 71.846
741368.911 3669732.592 32.05 -1.92 25.16 -1.08 71.849
741368.343 3669732.57 31.89 -1.88 25.32 -1.08 71.853
741367.646 3669732.535 31.85 -1.86 25.28 -1.08 71.857
741366.606 3669732.448 31.38 -1.89 25.01 -1.09 71.866
741365.938 3669732.389 31.19 -1.88 24.62 -1.1 71.868
741365.446 3669732.336 30.45 -1.86 23.91 -1.1 71.863
741364.992 3669732.287 30.21 -1.83 24.07 -1.1 71.857
741364.496 3669732.234 29.9 -1.81 23.8 -1.09 71.852
741363.628 3669732.136 29.59 -1.81 23.13 -1.11 71.877
741362.962 3669732.06 29.82 -1.83 23.48 -1.12 71.899
741362.624 3669732.03 28.77 -1.81 23.02 -1.11 71.899
741362.15 3669731.989 28.3 -1.77 22.63 -1.1 71.899
741361.78 3669731.957 29 -1.77 22.7 -1.09 71.899
741361.08 3669731.913 28.53 -1.7 22.43 -1.09 71.903
741360.334 3669731.874 27.79 -1.72 21.77 -1.09 71.908
741359.857 3669731.86 26.62 -1.75 21.8 -1.1 71.911
741359.59 3669731.855 26.15 -1.76 21.88 -1.09 71.912
741359.175 3669731.847 25.29 -1.81 21.92 -1.07 71.914
741358.705 3669731.857 25.21 -1.85 21.96 -1.07 71.92
741357.905 3669731.951 24.98 -1.93 21.45 -1.08 71.945
741357.305 3669732.054 24.66 -2.03 21.41 -1.1 71.963
741356.922 3669732.175 24.43 -2.1 22.16 -1.09 71.971
741356.703 3669732.244 25.02 -2.14 22.2 -1.09 71.976
741354.541 3669733.535 24.98 -2.22 21.84 -1.09 72.048
741354.496 3669733.581 24.82 -2.22 21.06 -1.08 72.051
741354.496 3669733.581 25.41 -2.19 21.06 -1.07 72.051
741354.359 3669733.723 24.63 -2.15 20.83 -1.06 72.058
741354.246 3669733.84 25.29 -2.07 20.63 -1.06 72.064
741354.086 3669734.005 24.66 -2.08 20.83 -1.08 72.072
741353.64 3669734.725 25.21 -2.08 22.23 -1.09 72.095
741353.239 3669735.622 26.23 -2.06 22.23 -1.09 72.119
741353.185 3669735.85 26.19 -2.07 22 -1.1 72.124
741353.109 3669736.175 26.77 -2.02 21.84 -1.09 72.131
741353.024 3669736.535 25.56 -1.99 22.78 -1.09 72.139
741353.007 3669737.186 22.13 -1.82 20.79 -0.95 72.149
741353.031 3669737.738 21.93 -1.73 21.49 -0.94 72.156
741353.152 3669738.357 23.02 -1.7 20.44 -0.96 72.115
741353.307 3669738.811 22.87 -1.72 19.54 -0.98 72.049
741353.426 3669739.159 22.4 -1.84 18.88 -1.02 71.999
741353.69 3669739.668 23.34 -1.86 19.27 -1.05 71.961
741354.019 3669740.156 22.36 -1.94 19.23 -1.05 71.955
741354.393 3669740.66 22.48 -1.99 20.44 -1.06 71.949
741354.723 3669740.932 21.54 -2.03 20.13 -1.07 71.943
741355.001 3669741.162 22.13 -1.99 20.05 -1.07 71.937
741355.331 3669741.434 22.28 -1.91 19.62 -1.05 71.931
741356.159 3669741.84 22.09 -1.9 18.76 -1.03 71.899
741356.95 3669742.158 21.15 -1.91 17.9 -1.02 71.867
741357.274 3669742.214 21.73 -1.88 18.05 -1.05 71.861
741357.656 3669742.28 21.62 -1.97 17.55 -1.07 71.854
741358.038 3669742.347 22.67 -2.01 17.94 -1.08 71.846
741358.469 3669742.402 22.28 -2 18.17 -1.09 71.841
741359.726 3669742.394 22.05 -2.01 18.37 -1.09 71.847
741360.382 3669742.345 22.2 -2 18.33 -1.09 71.833
741361.001 3669742.278 21.11 -2.01 18.33 -1.07 71.811
741361.396 3669742.235 21.73 -1.98 18.88 -1.05 71.798
741362.302 3669742.096 23.22 -1.96 19.23 -1.05 71.768
741363.048 3669741.971 23.73 -1.98 19.62 -1.07 71.743
741363.594 3669741.878 24.94 -2.02 20.2 -1.08 71.739
741364.138 3669741.784 24.94 -2.09 19.93 -1.07 71.748
741364.719 3669741.684 24.78 -2.06 20.05 -1.06 71.759
741365.156 3669741.609 24.74 -2.05 20.48 -1.03 71.765
741365.912 3669741.481 25.41 -1.99 20.83 -1.02 71.763
741366.978 3669741.304 26.34 -1.97 20.71 -1.02 71.758
741367.568 3669741.222 27.13 -1.98 21.41 -1.03 71.752
741368.069 3669741.152 27.83 -1.96 21.88 -1.03 71.746
741368.797 3669741.055 27.48 -1.91 22.63 -1.04 71.739
741369.76 3669740.977 27.56 -1.86 22.35 -1.01 71.741
741370.713 3669740.904 28.02 -1.72 22.08 -0.98 71.743
741371.454 3669740.89 27.98 -1.42 22.35 -0.92 71.747
741371.869 3669740.882 29.16 -0.76 23.37 -0.8 71.75
741372.426 3669740.871 32.71 0.39 25.24 -0.6 71.753
741373.127 3669740.877 33.96 1.6 26.3 -0.42 71.758
741374.152 3669740.896 34.55 1.88 25.59 -0.43 71.764
741374.96 3669740.918 33.22 1.2 24.3 -0.58 71.763
741375.715 3669740.948 31.15 0.27 23.13 -0.72 71.749
741376.295 3669740.972 30.33 -0.49 22.23 -0.82 71.738
741377.156 3669741.001 29.12 -1.01 21.49 -0.87 71.729
741378.526 3669741.036 28.02 -1.42 21.26 -0.93 71.727
741379.274 3669741.049 28.26 -1.65 21.1 -0.97 71.726
741379.982 3669741.056 27.63 -1.81 21.26 -0.98 71.727
741380.59 3669741.062 27.36 -1.89 21.26 -0.99 71.728
741382.578 3669741.045 26.54 -2 20.75 -1.01 71.724
741383.456 3669741.031 26.23 -2.02 20.2 -1 71.719
741384.356 3669741 24.98 -2.07 19.7 -1.02 71.664
741385.029 3669740.976 25.29 -2.06 19.34 -1.02 71.624
741385.594 3669740.957 24.78 -2.05 19.38 -1.02 71.59
741386.729 3669740.896 24.9 -2.1 19.23 -1.02 71.577
741388.277 3669740.807 23.61 -2.15 18.84 -1.03 71.564
741388.762 3669740.777 22.95 -2.16 18.21 -1.02 71.554
741389.249 3669740.747 22.48 -2.18 17.63 -1.01 71.543
741389.78 3669740.714 21.07 -2.19 17.23 -1 71.532
741390.769 3669740.651 20.29 -2.17 16.84 -0.99 71.52
741391.792 3669740.585 19.59 -2.15 16.88 -0.99 71.513
741392.587 3669740.526 20.09 -2.14 17.27 -1 71.506
741393.294 3669740.467 20.45 -2.17 17.86 -1.02 71.5
741393.856 3669740.42 21.58 -2.19 18.45 -1.04 71.495
741394.442 3669740.376 22.05 -2.17 18.99 -1.02 71.493
741395.217 3669740.322 23.73 -2.13 19.81 -1.01 71.494
741396.008 3669740.27 24.82 -2.11 20.36 -1.01 71.492
741396.486 3669740.255 25.48 -2.12 21.1 -1.03 71.476
741397.181 3669740.233 26.46 -2.15 21.96 -1.05 71.453
741397.615 3669740.219 28.14 -2.13 22.35 -1.06 71.438
741398.329 3669740.209 29.55 -2.1 22.59 -1.04 71.439
741399.048 3669740.201 29.86 -2.12 22.51 -1.04 71.441
741399.575 3669740.196 30.33 -2.14 22.55 -1.05 71.446
741400.163 3669740.194 31.27 -2.09 22.59 -1.04 71.458
741400.809 3669740.191 31.85 -2.1 23.21 -1.06 71.471
741401.581 3669740.208 31.85 -2.1 23.33 -1.07 71.455
741402.564 3669740.237 32.48 -2.1 24.27 -1.06 71.428
741402.905 3669740.253 31.93 -2.13 24.03 -1.06 71.432
741403.314 3669740.272 32.95 -2.14 24.3 -1.06 71.438
741403.725 3669740.29 32.98 -2.11 24.58 -1.06 71.443
741404.382 3669740.302 33.34 -2.14 25.71 -1.06 71.432
741405 3669740.305 33.57 -2.2 25.52 -1.06 71.413
741405.482 3669740.297 33.49 -2.2 25.59 -1.07 71.399
741407.81 3669740.17 34.23 -2.18 26.1 -1.07 71.387
741407.844 3669740.168 34.23 -2.19 26.53 -1.08 71.387
741407.844 3669740.168 35.48 -2.19 26.96 -1.08 71.387
741407.844 3669740.168 36.07 -2.18 26.73 -1.09 71.387
741408.356 3669740.141 37.28 -2.15 27.16 -1.09 71.388
741409.015 3669740.107 37.4 -2.13 27.08 -1.09 71.389
741409.854 3669740.082 37.09 -2.13 26.77 -1.1 71.377
741410.553 3669740.066 37.56 -2.14 27.2 -1.08 71.364
741410.93 3669740.063 37.67 -2.15 26.96 -1.08 71.363
741411.615 3669740.059 36.97 -2.14 26.92 -1.08 71.362
741411.786 3669740.058 36.85 -2.14 27.12 -1.08 71.361
741412.429 3669740.049 36.58 -2.17 26.8 -1.08 71.373
741413.21 3669740.035 36.34 -2.19 26.57 -1.07 71.391
741413.514 3669740.023 36.66 -2.13 26.3 -1.07 71.385
741413.869 3669740.009 37.2 -2.07 26.1 -1.06 71.378
741414.174 3669739.998 36.62 -2.1 25.98 -1.06 71.373
741414.684 3669739.973 36.23 -2.13 26.14 -1.08 71.365
741415.222 3669739.944 36.11 -2.14 26.22 -1.08 71.357
741415.808 3669739.918 35.29 -2.13 25.98 -1.07 71.348
741416.042 3669739.91 36.15 -2.12 25.52 -1.06 71.343
741416.356 3669739.9 35.52 -2.09 25.24 -1.05 71.337
741416.79 3669739.887 34.74 -2.03 25.2 -1.04 71.329
741417.719 3669739.877 34.23 -2.03 24.93 -1 71.319
741418.145 3669739.875 34.39 -2.01 24.3 -1.02 71.32
741418.449 3669739.875 34.12 -2.02 24.3 -1.02 71.327
741418.781 3669739.876 33.49 -2.06 24.23 -1.02 71.336
741419.114 3669739.877 33.65 -2.06 24.07 -1.01 71.345
741419.741 3669739.883 34.27 -2.01 23.6 -1 71.361
741420.467 3669739.892 33.3 -2.03 23.17 -0.96 71.38
741421.044 3669739.886 31.42 -2.04 22.74 -0.93 71.312
741421.457 3669739.879 32.24 -2 23.72 -0.9 71.246
741421.8 3669739.873 31.27 -1.95 22.47 -0.88 71.192
741422.369 3669739.817 31.23 -1.91 22.12 -0.86 71.173
741423.355 3669739.673 34.2 -1.74 26.3 -0.9 71.212
741423.654 3669739.622 37.63 -1.66 28.13 -0.96 71.223
741424.11 3669739.543 37.79 -1.69 26.88 -0.94 71.239
741424.566 3669739.464 38.3 -1.72 24.34 -0.93 71.256
741425.257 3669739.407 36.89 -1.78 20.95 -0.88 71.211
741425.864 3669739.389 35.37 -1.82 19.07 -0.85 71.137
741426.509 3669739.412 34.74 -1.88 17.63 -0.87 71.078
741426.727 3669739.435 33.69 -1.94 17.39 -0.9 71.065
741427.26 3669739.491 34.27 -1.94 17.31 -0.93 71.032
741427.541 3669739.52 33.61 -1.97 17.12 -0.93 71.015
741428.018 3669739.578 33.41 -2.01 16.8 -0.92 71.002
741428.978 3669739.698 33.69 -2.05 17.12 -0.92 70.983
741429.29 3669739.729 33.02 -2.03 17 -0.92 70.984
741429.812 3669739.776 32.48 -2.11 16.49 -0.92 70.992
741430.246 3669739.815 31.66 -2.11 15.91 -0.91 70.998
741431.122 3669739.858 29.98 -2.1 14.85 -0.89 70.999
741432.086 3669739.881 29.86 -2.05 15.09 -0.89 70.991
741432.327 3669739.878 29.94 -2.06 15.09 -0.9 70.983
741432.773 3669739.872 29.7 -2.06 15.13 -0.91 70.968
741433.261 3669739.866 30.21 -2.08 15.55 -0.92 70.952
741433.965 3669739.851 29.16 -2.09 15.52 -0.91 70.95
741434.836 3669739.832 29.98 -2.07 15.44 -0.91 70.953
741435.481 3669739.82 30.09 -2.05 15.63 -0.91 70.953
741435.868 3669739.813 29.7 -2.11 15.4 -0.9 70.953
741436.406 3669739.804 29.98 -2.1 15.63 -0.92 70.952
741437.279 3669739.78 29.27 -2.07 14.97 -0.91 70.941
741438.139 3669739.752 29.23 -2.09 14.77 -0.92 70.925
741438.807 3669739.723 28.92 -2.09 14.85 -0.92 70.918
741439.312 3669739.694 29.47 -2.08 14.73 -0.92 70.917
741440.002 3669739.655 28.92 -2.08 14.54 -0.92 70.915
741440.456 3669739.63 28.38 -2.09 14.54 -0.93 70.915
741441.533 3669739.577 28.02 -2.1 14.38 -0.92 70.92
741442.346 3669739.538 28.26 -2.18 14.85 -0.92 70.92
741442.767 3669739.522 28.26 -2.12 15.2 -0.92 70.91
741443.326 3669739.5 27.98 -2.13 15.59 -0.93 70.896
741445.065 3669739.444 28.53 -2.1 15.75 -0.94 70.875
741445.065 3669739.444 28.73 -2.1 16.26 -0.94 70.875
741446.071 3669739.419 28.84 -2.13 16.49 -0.94 70.874
741446.664 3669739.405 29.27 -2.16 16.34 -0.93 70.88
741447.262 3669739.393 29.94 -2.13 16.61 -0.95 70.888
741447.809 3669739.381 29.98 -2.12 16.26 -0.95 70.895
741448.935 3669739.356 29.55 -2.13 16.77 -0.95 70.894
741449.976 3669739.333 29 -2.16 16.57 -0.96 70.886
741450.746 3669739.315 30.25 -2.15 17.39 -0.96 70.881
741451.351 3669739.301 30.09 -2.17 17.27 -0.95 70.878
741452.111 3669739.284 30.25 -2.18 17.74 -0.95 70.875
741452.576 3669739.272 30.6 -2.18 18.17 -0.95 70.878
741453.383 3669739.249 30.64 -2.2 17.98 -0.95 70.893
741453.918 3669739.234 30.64 -2.16 18.37 -0.93 70.903
741454.589 3669739.211 30.68 -2.15 18.05 -0.91 70.912
741455.379 3669739.169 31.07 -2.12 18.52 -0.92 70.905
741456.435 3669739.113 31.93 -2.14 18.99 -0.94 70.896
741457.556 3669739.02 32.28 -2.13 19.46 -0.96 70.904
741458.768 3669738.92 33.34 -2.14 20.01 -0.98 70.917
741459.295 3669738.893 34.35 -2.14 20.52 -0.97 70.925
741459.967 3669738.86 34.82 -2.13 20.67 -0.97 70.937
741460.59 3669738.829 35.8 -2.08 21.38 -0.96 70.947
741461.742 3669738.803 36.38 -2.09 21.92 -0.95 70.93
741462.796 3669738.785 37.44 -2.1 21.65 -0.96 70.909
741463.19 3669738.783 36.77 -2.13 21.53 -0.95 70.906
741463.659 3669738.782 36.85 -2.12 21.65 -0.94 70.905
741464.06 3669738.782 37.56 -2.1 22.23 -0.94 70.905
741464.394 3669738.781 38.81 -2.13 23.45 -0.96 70.904
741466.265 3669738.757 38.81 -2.21 23.56 -0.97 70.909
741467.101 3669738.739 38.53 -2.22 23.52 -0.99 70.913
741467.536 3669738.726 39.2 -2.2 23.21 -0.98 70.915
741468.171 3669738.707 38.81 -2.17 23.09 -0.98 70.917
741468.656 3669738.692 37.83 -2.14 22.66 -0.98 70.919
741469.673 3669738.67 36.58 -2.1 22.35 -0.97 70.909
741470.788 3669738.647 37.24 -2.13 22.23 -0.98 70.902
741471.248 3669738.638 37.48 -2.13 22.23 -0.98 70.907
741472.465 3669738.614 36.27 -2.1 22.35 -0.95 70.92
741473.756 3669738.588 36.27 -2.1 22 -0.94 70.899
741474.03 3669738.583 36.7 -2.08 22.31 -0.95 70.894
741474.674 3669738.571 36.77 -2.09 23.17 -0.96 70.887
741475.249 3669738.561 36.15 -2.13 23.6 -0.98 70.882
741475.736 3669738.552 37.44 -2.13 23.6 -0.98 70.878
741476.371 3669738.54 36.38 -2.13 23.72 -0.97 70.875
741477.589 3669738.515 37.83 -2.13 23.72 -0.99 70.877
741478.347 3669738.496 37.83 -2.18 23.88 -0.99 70.875
741478.974 3669738.477 37.36 -2.16 23.88 -1 70.873
741479.746 3669738.454 36.58 -2.16 23.8 -1 70.869
741480.374 3669738.445 37.28 -2.19 23.95 -1 70.873
741481.438 3669738.433 37.2 -2.17 23.99 -1 70.881
741482.022 3669738.423 36.97 -2.13 23.88 -0.97 70.885
741482.541 3669738.411 37.4 -2.18 23.45 -0.96 70.888
741483.201 3669738.396 37.13 -2.14 23.29 -0.97 70.893
741483.758 3669738.382 37.91 -2.11 23.25 -0.97 70.897
741484.656 3669738.352 37.71 -2.09 23.45 -0.98 70.905
741485.755 3669738.316 37.95 -2.08 23.41 -0.98 70.913
741486.307 3669738.305 37.75 -2.07 23.25 -0.97 70.911
741486.662 3669738.297 37.79 -2.07 23.64 -0.97 70.91
741487.132 3669738.288 38.34 -2.13 23.68 -0.97 70.909
741487.606 3669738.278 38.34 -2.13 23.91 -0.99 70.907
741489.809 3669738.246 38.77 -2.1 24.66 -0.97 70.943
741490.269 3669738.236 39 -2.12 24.77 -0.96 70.938
741490.729 3669738.225 39.27 -2.1 25.67 -0.96 70.932
741491.466 3669738.208 41.46 -2.13 26.41 -0.99 70.923
741492.37 3669738.182 41.5 -2.14 26.84 -0.99 70.923
741493.618 3669738.143 41.66 -2.12 26.84 -0.99 70.93
741494.195 3669738.131 42.28 -2.17 27.27 -0.99 70.926
741494.691 3669738.123 42.48 -2.15 27.7 -0.99 70.919
741495.284 3669738.114 43.3 -2.15 27.7 -1 70.911
741495.873 3669738.105 43.65 -2.14 28.37 -0.99 70.903
741497.252 3669738.088 43.92 -2.13 28.09 -0.99 70.894
741498.461 3669738.08 43.38 -2.14 27.94 -0.97 70.869
741499.037 3669738.082 43.69 -2.15 28.84 -0.96 70.842
741499.873 3669738.085 44.23 -2.16 29.42 -0.97 70.803
741500.362 3669738.085 46.03 -2.18 29.89 -0.99 70.787
741501.501 3669738.075 47.79 -2.17 30.59 -1 70.777
741502.388 3669738.065 47.32 -2.17 30.98 -1.01 70.769
741503.116 3669738.044 47.05 -2.17 30.91 -1 70.765
741503.646 3669738.028 46.85 -2.15 30.55 -1 70.762
741504.229 3669738.011 47.05 -2.18 30.91 -1.01 70.759
741505.331 3669737.983 47.28 -2.19 30.4 -1 70.768
741506.262 3669737.96 46.7 -2.19 30.52 -1.01 70.777
741506.786 3669737.951 47.13 -2.17 30.79 -1.01 70.777
741507.334 3669737.941 47.36 -2.21 30.91 -1.02 70.777
741508.13 3669737.928 47.75 -2.16 31.14 -1.02 70.775
741509.058 3669737.913 47.83 -2.15 31.41 -1.01 70.777
741509.788 3669737.902 48.81 -2.12 32.78 -1.01 70.779
741510.644 3669737.893 50.06 -2.09 33.72 -1.02 70.776
741511.306 3669737.892 51.97 -2.11 33.91 -1.01 70.767
741512.12 3669737.89 51.31 -2.11 33.76 -1.01 70.755
741512.864 3669737.901 51.07 -2.07 33.09 -1.01 70.752
741514.042 3669737.93 48.77 -2.09 32.59 -1.01 70.755
741514.719 3669737.95 49.08 -2.08 33.29 -1.01 70.756
741515.339 3669737.974 48.57 -2.08 33.25 -1.01 70.755
741515.816 3669737.993 47.91 -2.1 32.43 -1 70.755
741516.627 3669738.024 49.2 -2.1 32.43 -1 70.752
741517.495 3669738.051 48.49 -2.11 32.55 -1.01 70.738
741518.857 3669738.088 49.12 -2.12 33.05 -1.01 70.721
741519.479 3669738.088 49.66 -2.12 33.21 -1.02 70.729
741520.097 3669738.087 49.47 -2.15 33.05 -1 70.738
741520.613 3669738.087 49.39 -2.12 33.02 -0.99 70.745
741521.636 3669738.061 48.96 -2.15 32.86 -1 70.735
741523.441 3669738.008 49.31 -2.15 32.9 -1.02 70.725
741524.04 3669737.989 48.53 -2.16 32.78 -1.03 70.734
741524.511 3669737.975 48.69 -2.16 32.66 -1.03 70.74
741524.894 3669737.963 47.83 -2.2 33.05 -1.03 70.746
741526.564 3669737.949 48.57 -2.23 33.21 -1.03 70.749
741527.332 3669737.939 48.45 -2.22 33.05 -1.04 70.752
741527.997 3669737.926 48.34 -2.23 33.33 -1.02 70.758
741528.518 3669737.916 48.73 -2.24 33.05 -1.03 70.763
741530.473 3669737.851 48.22 -2.19 32.78 -1.01 70.738
741531.565 3669737.809 48.57 -2.25 32.98 -1.02 70.722
741531.933 3669737.797 48.45 -2.25 33.02 -1.01 70.724
741532.42 3669737.781 48.1 -2.23 33.17 -1 70.726
741532.868 3669737.766 48.1 -2.21 31.92 -0.98 70.727
741533.719 3669737.749 47.52 -2.21 31.69 -0.98 70.739
741535.591 3669737.73 47.67 -2.23 31.41 -0.98 70.778
741535.984 3669737.718 47.48 -2.21 31.88 -0.98 70.78
741536.72 3669737.696 48.06 -2.23 31.84 -0.99 70.785
741537.261 3669737.68 48.96 -2.19 32.94 -0.99 70.788
741538.358 3669737.642 50.76 -2.18 33.52 -0.99 70.768
741539.215 3669737.611 51.73 -2.12 34.77 -0.99 70.748
741540.093 3669737.59 53.1 -2.12 34.73 -0.99 70.736
741540.594 3669737.579 52.32 -2.12 34.7 -0.99 70.731
741541.139 3669737.569 51.7 -2.11 34.73 -0.99 70.726
741541.633 3669737.559 52.32 -2.1 35.32 -0.98 70.724
741542.602 3669737.549 52.09 -2.12 34.15 -0.94 70.748
741543.738 3669737.54 50.52 -2.07 32.08 -0.92 70.77
741544.27 3669737.544 49.63 -2.05 31.22 -0.92 70.759
741544.962 3669737.548 48.18 -2.05 31.26 -0.92 70.745
741545.644 3669737.552 48.14 -2.03 31.45 -0.91 70.731
741546.646 3669737.562 49.47 -2.08 32.94 -0.92 70.712
741547.975 3669737.572 51.11 -2.1 33.91 -0.94 70.699
741548.362 3669737.575 52.52 -2.13 34.58 -0.95 70.703
741549.085 3669737.579 52.32 -2.12 34.97 -0.95 70.711
741549.689 3669737.583 53.02 -2.09 35.05 -0.94 70.715
741550.533 3669737.588 53.22 -2.1 34.62 -0.94 70.714
741551.752 3669737.593 53.1 -2.06 35.01 -0.94 70.71
741552.314 3669737.589 52.63 -2.13 35.13 -0.94 70.703
741552.827 3669737.585 52.4 -2.08 34.77 -0.96 70.696
741553.437 3669737.581 52.2 -2.08 34.66 -0.97 70.689
741554.322 3669737.574 52.32 -2.06 35.05 -0.96 70.68
741555.128 3669737.566 52.83 -2.05 34.54 -0.95 70.672
741555.864 3669737.564 52.05 -2.07 34.42 -0.96 70.663
741556.972 3669737.578 52.98 -2.06 34.46 -0.94 70.644
741557.548 3669737.586 52.32 -2.13 34.73 -0.95 70.634
741558.911 3669737.628 51.66 -2.14 35.01 -0.96 70.618
741560.142 3669737.641 50.95 -2.17 35.09 -0.96 70.595
741561.272 3669737.601 51.11 -2.14 34.97 -0.98 70.56
741561.995 3669737.565 50.88 -2.16 34.97 -0.97 70.54
741563.115 3669737.477 50.09 -2.11 34.89 -0.97 70.515
741563.951 3669737.416 49.31 -2.09 34.7 -0.96 70.503
741564.468 3669737.385 48.77 -2.07 33.95 -0.96 70.505
741564.985 3669737.354 48.57 -2.03 33.29 -0.94 70.508
741565.692 3669737.312 48.53 -2.1 33.13 -0.95 70.511
741566.548 3669737.303 47.91 -2.11 32.39 -0.95 70.519
741567.708 3669737.291 47.56 -2.05 31.77 -0.93 70.53
741568.186 3669737.294 47.87 -2.06 32.23 -0.94 70.531
741568.756 3669737.298 48.65 -2.07 32.63 -0.96 70.533
741569.234 3669737.301 48.88 -2.09 33.41 -0.96 70.534
741569.837 3669737.304 48.49 -2.09 33.13 -0.96 70.537
741571.51 3669737.298 49.47 -2.07 33.56 -0.96 70.566
741572.132 3669737.294 48.57 -2.07 32.74 -0.91 70.571
741572.729 3669737.29 48.57 -2.04 32.9 -0.92 70.573
741573.158 3669737.286 49.08 -2.04 33.68 -0.94 70.574
741573.798 3669737.281 49.2 -2.1 34.23 -0.95 70.576
741574.898 3669737.248 50.95 -2.09 34.85 -0.95 70.594
741576.205 3669737.207 51.77 -2.08 35.59 -0.95 70.615
741576.859 3669737.187 52.05 -2.07 36.06 -0.95 70.625
741577.414 3669737.17 54.12 -2.04 36.84 -0.95 70.633
741577.969 3669737.152 54.74 -2.02 36.53 -0.95 70.641
741579.153 3669737.14 54.86 -2.05 37.08 -0.94 70.635
741580.585 3669737.126 54.23 -2.06 37.04 -0.96 70.621
741580.98 3669737.121 54.59 -2.05 37.35 -0.95 70.615
741581.77 3669737.11 56.42 -2.07 38.17 -0.96 70.602
741582.263 3669737.104 57.24 -2.08 39.58 -0.97 70.594
741583.355 3669737.061 58.88 -2.07 40.4 -0.96 70.601
741584.513 3669737.012 59.55 -2.05 41.26 -0.96 70.613
741585.161 3669736.982 61.7 -2.08 42.51 -0.95 70.602
741585.976 3669736.944 62.44 -2.1 43.48 -0.95 70.583
741586.517 3669736.918 63.77 -2.12 44.73 -0.95 70.57
741587.43 3669736.872 65.13 -2.09 44.46 -0.94 70.573
741588.618 3669736.809 64.31 -2.08 43.76 -0.94 70.592
741589.577 3669736.761 64.43 -2.05 43.29 -0.94 70.604
741590.194 3669736.731 62.75 -2.08 42 -0.93 70.61
741590.815 3669736.701 60.45 -2.06 39.89 -0.92 70.615
741592.787 3669736.613 54.74 -2.01 36.41 -0.92 70.617
741593.914 3669736.568 53.18 -1.98 34.97 -0.92 70.617
741594.55 3669736.549 51.89 -1.98 34.46 -0.92 70.621
741595.72 3669736.514 50.6 -2.02 33.56 -0.91 70.629
741596.099 3669736.511 50.25 -2.01 32.94 -0.89 70.625
741596.983 3669736.515 50.45 -1.96 32.51 -0.89 70.607
741598.194 3669736.523 50.17 -1.97 32.55 -0.9 70.582
741598.98 3669736.535 50.76 -2.04 33.05 -0.9 70.577
741599.557 3669736.544 51.07 -2.04 33.84 -0.92 70.573
741600.081 3669736.552 51.58 -2.03 34.15 -0.92 70.569
741601.053 3669736.563 52.79 -2.03 34.42 -0.91 70.564
741602.573 3669736.575 53.38 -2.03 35.24 -0.91 70.556
741603.106 3669736.573 53.14 -2 35.28 -0.9 70.549
741603.494 3669736.571 52.98 -2 35.05 -0.91 70.543
741604.124 3669736.567 53.02 -2.03 35.44 -0.91 70.535
741604.995 3669736.561 53.65 -2.05 35.91 -0.94 70.525
741606.114 3669736.548 54.04 -2.04 37.16 -0.94 70.516
741607.12 3669736.529 55.76 -2.03 37.47 -0.94 70.508
741607.693 3669736.51 56.07 -2.04 37.63 -0.94 70.506
